Id,Label,timeset,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,number hashtags,tweet number,retweet number,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,Authority,Hub,weighted indegree,weighted outdegree,Weighted Degree
29138,29138,,other,579,39485,17,1111,429,6,158,42,7,0,6,0.262087,0.277454,0,0,1,1,0,0,0,1,1
29157,29157,,other,76800,16225,2112,36338,55,6,108,92,4,0,1,1,1,0,0,1,1,0,0,0,1,1
29167,29167,,other,418395,27459,18800,210154,199,2,200,0,4,0,1,1,1,0,0,1,1,0,0,0,1,1
29192,29192,,other,8004,313693,1441,22,3906,83,127,73,18,0,1,1,1,0,0,2,2,0,0,0,2,2
29207,29207,,hateful,97501,4723,4011,87410,116,132,23,177,18,0.00072,0,0,0,0,2,0,2,0.000163,0,2,0,2
29226,29226,,other,4368,227,170,1388,12,56,24,173,0,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
29254,29254,,other,854,94560,33087,268,698,0,200,0,20,0,1,1,1,0,0,2,2,0,0,0,2,2
29277,29277,,other,56298,11901,666,63401,131,4,199,1,4,0,1,1,1,0,0,1,1,0,0,0,1,1
29282,29282,,other,25225,69238,4845,10056,640,27,161,39,4,0,1,1,1,0,0,1,1,0,0,0,1,1
29283,29283,,other,145194,12180,8155,115123,71,62,23,177,0,0,7,0.25184,0.27425,0,0,4,4,0,0,0,4,4
29289,29289,,other,37703,45504,367,14326,578,7,137,63,4,0,1,1,1,0,0,1,1,0,0,0,1,1
29317,29317,,other,21849,70502,1124,5341,2347,428,174,26,8,0,1,1,1,0,0,1,1,0,0,0,1,1
29341,29341,,other,79067,19464,304,121944,158,25,44,155,5,0,1,1,1,0,0,1,1,0,0,0,1,1
29354,29354,,other,244438,202006,10021,72965,1856,125,53,147,0,0,8,0.210349,0.236669,0,0,7,7,0,0,0,7,7
29413,29413,,other,6507,14916,5409,18500,430,284,149,51,8,0,1,1,1,0,0,2,2,0,0,0,2,2
29422,29422,,other,23603,15629,5911,2728,582,23,102,98,5,0,1,1,1,0,0,1,1,0,0,0,1,1
29438,29438,,other,84089,3837,617,8876,49,64,125,75,8,0,1,1,1,0,0,1,1,0,0,0,1,1
29445,29445,,hateful,16831,997,432,41784,6,10,120,80,7,0.001652,6,0.290445,0.321607,1042.492222,5,7,12,0.006959,0.011384,5,7,12
29486,29486,,other,57433,823379,75,89,2224,48,151,49,0,0,6,0.431452,0.505348,0,0,48,48,0,0,0,48,48
29539,29539,,other,580,71,137,486,0,51,96,104,9,0,6,0.307385,0.326677,0,0,1,1,0,0,0,1,1
29551,29551,,other,200465,2769,683,35106,70,26,108,91,7,0,7,0.234577,0.245315,0,0,1,1,0,0,0,1,1
29558,29558,,other,140918,20894,20957,102004,206,184,26,174,18,0,1,1,1,0,0,1,1,0,0,0,1,1
29610,29610,,other,44329,27462,9874,27068,88,7,109,91,3,0,1,1,1,0,0,1,1,0,0,0,1,1
29642,29642,,other,20593,400,638,19064,15,11,186,14,9,0,8,0.203032,0.21119,0,0,1,1,0,0,0,1,1
29687,29687,,other,7378,766412,272,6906,946,105,150,50,4,0,1,1,1,0,0,1,1,0,0,0,1,1
29699,29699,,other,57835,649,293,11706,21,2,169,31,20,0,1,1,1,0,0,1,1,0,0,0,1,1
29700,29700,,other,45217,915598,239,1236,13788,5,157,43,7,0,1,1,1,0,0,1,1,0,0,0,1,1
29755,29755,,other,10477,14043,3478,7738,832,1,195,5,18,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
29757,29757,,other,24002,7541,1701,39337,125,11,152,48,5,0,1,1,1,0,0,1,1,0,0,0,1,1
29833,29833,,hateful,3991,3459,3254,20392,5,55,101,99,18,0.000632,0,0,0,0,2,0,2,0.000725,0,2,0,2
29835,29835,,normal,43421,32590,99,16070,182,5,195,5,7,0,7,0.23351,0.250456,0,0,3,3,0,0.001032,0,3,3
29844,29844,,hateful,42837,943,1899,15187,9,43,153,47,0,0.00054,4,0.394737,0.472222,0,0,2,2,0,0.000294,0,2,2
29851,29851,,other,2093,4940292,51,17,27938,196,188,11,2,0,6,0.27673,0.288474,0,0,1,1,0,0,0,1,1
29862,29862,,other,84092,1273716,12562,12317,4790,6,187,13,20,0,1,1,1,0,0,8,8,0,0,0,8,8
29864,29864,,other,43091,3336,527,70712,96,19,102,98,5,0,6,0.262267,0.279624,0,0,4,4,0,0,0,4,4
29875,29875,,normal,2771,2974,222,11006,23,4,140,60,7,0,6,0.32766,0.361255,0,0,8,8,0,0.010602,0,8,8
29891,29891,,normal,6789,1800,418,2349,12,7,167,31,9,0,6,0.29932,0.334578,0,0,7,7,0,0.016757,0,7,7
29919,29919,,other,19757,1091,264,16862,79,4,6,193,4,0,1,1,1,0,0,1,1,0,0,0,1,1
29994,29994,,other,1544,358,398,5090,3,1,158,40,5,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
30023,30023,,other,26963,2029,647,79274,56,3,95,103,7,0,6,0.30137,0.323701,0,0,4,4,0,0,0,4,4
30035,30035,,other,23913,331368,71,2230,228,94,181,19,6,0,1,1,1,0,0,1,1,0,0,0,1,1
30072,30072,,other,36923,205549,598,58993,688,4,182,18,4,0,1,1,1,0,0,1,1,0,0,0,1,1
30073,30073,,other,93084,6372,3061,15993,38,108,78,122,0,0,1,1,1,0,0,2,2,0,0,0,2,2
30088,30088,,other,31117,123156,121612,73699,773,202,26,174,18,0,1,1,1,0,0,1,1,0,0,0,1,1
30092,30092,,other,873,237345,29182,222,384,1,193,5,4,0,1,1,1,0,0,1,1,0,0,0,1,1
30130,30130,,other,76507,190686,5770,164,1547,33,157,43,18,0,1,1,1,0,0,1,1,0,0,0,1,1
30152,30152,,other,12412,1045804,388,35,5264,53,117,83,0,0,6,0.342857,0.38969,0,0,19,19,0,0,0,19,19
30167,30167,,other,3331,15646,1679,2703,100,98,86,114,8,0,1,1,1,0,0,1,1,0,0,0,1,1
30200,30200,,other,13657,8180360,321,274,11553,250,149,51,9,0,7,0.225311,0.236982,0,0,1,1,0,0,0,1,1
30215,30215,,normal,1925,3200,1473,1307,53,97,83,116,0,0,1,1,1,0,0,1,1,0,0.000006,0,1,1
30218,30218,,other,30526,34316,2253,39803,218,38,119,81,0,0,8,0.208784,0.235707,0,0,7,7,0,0,0,7,7
30287,30287,,normal,96038,3049,684,6114,88,8,176,24,20,0,1,1,1,0,0,1,1,0,0,0,1,1
30311,30311,,other,26362,16127,1426,13078,427,5,162,38,5,0,1,1,1,0,0,1,1,0,0,0,1,1
30332,30332,,other,16060,237531,2603,0,3846,12,158,42,5,0,1,1,1,0,0,1,1,0,0,0,1,1
30346,30346,,other,6096,925,301,12356,6,4,188,11,9,0,7,0.260575,0.28331,0,0,5,5,0,0,0,5,5
30358,30358,,other,26269,65095,3300,1319,1653,21,172,28,8,0,1,1,1,0,0,1,1,0,0,0,1,1
30361,30361,,normal,3842,420,642,10247,15,6,118,82,9,0,6,0.274755,0.291126,0,0,1,1,0,0.000456,0,1,1
30385,30385,,other,33019,894,334,976,30,1,194,6,4,0,1,1,1,0,0,2,2,0,0,0,2,2
30414,30414,,other,12152,4095,485,1708,102,48,81,119,9,0,7,0.259664,0.283988,0,0,3,3,0,0,0,3,3
30420,30420,,hateful,1642,377,74,3291,1,6,158,42,9,0.001527,7,0.257119,0.281805,29.816983,11,3,14,0.075396,0.009279,11,3,14
30481,30481,,other,24891,43466,498,156727,998,3,184,16,8,0,1,1,1,0,0,1,1,0,0,0,1,1
30507,30507,,other,158488,9575,867,43718,323,0,195,5,7,0,7,0.220872,0.232147,0,0,1,1,0,0,0,1,1
30517,30517,,other,98955,14584,488,696,123,10,176,24,4,0,1,1,1,0,0,1,1,0,0,0,1,1
30528,30528,,other,2189,38848,37813,11976,115,57,162,38,18,0,1,1,1,0,0,1,1,0,0,0,1,1
30529,30529,,other,22216,852139,8985,79382,8887,31,68,132,5,0,6,0.250595,0.275053,0,0,9,9,0,0,0,9,9
30543,30543,,other,29829,6865,624,8824,78,1,151,46,9,0,6,0.332616,0.378263,0,0,14,14,0,0,0,14,14
30558,30558,,other,22342,79097,55,3480,234,42,152,48,8,0,1,1,1,0,0,1,1,0,0,0,1,1
30587,30587,,hateful,1422,3791,3502,1229,2,46,57,139,0,0.009017,6,0.297872,0.471429,1017.166667,4,4,8,0.000012,0.000825,4,4,8
30589,30589,,other,229286,2409127,3075,30,4447,27,198,2,8,0,1,1,1,0,0,1,1,0,0,0,1,1
30604,30604,,other,83592,2067,441,46638,205,6,127,71,4,0,1,1,1,0,0,1,1,0,0,0,1,1
30611,30611,,other,113318,21249,707,21317,197,2,103,96,4,0,1,1,1,0,0,1,1,0,0,0,1,1
30619,30619,,other,1600,5283,96,2199,17,0,194,6,18,0,8,0.190949,0.200008,0,0,1,1,0,0,0,1,1
30624,30624,,other,121662,8073,116,11303,68,70,95,105,20,0,1,1,1,0,0,1,1,0,0,0,1,1
30631,30631,,other,12935,6013,2667,9556,144,10,199,1,8,0,1,1,1,0,0,2,2,0,0,0,2,2
30638,30638,,other,63150,1075665,158,424,6253,39,187,13,9,0,7,0.204109,0.212531,0,0,1,1,0,0,0,1,1
30664,30664,,other,494,561083,2447,54,1058,1,199,1,18,0,1,1,1,0,0,1,1,0,0,0,1,1
30726,30726,,other,124235,3812,998,128844,24,146,10,190,18,0,1,1,1,0,0,2,2,0,0,0,2,2
30730,30730,,other,5522,23009,7157,51730,197,0,199,1,4,0,1,1,1,0,0,1,1,0,0,0,1,1
30821,30821,,normal,170534,17312,11158,4075,318,37,44,156,0,0,8,0.190793,0.230034,0,0,15,15,0,0.005407,0,15,15
30826,30826,,other,31984,2092,1578,72977,18,4,77,121,4,0,1,1,1,0,0,1,1,0,0,0,1,1
30841,30841,,other,33342,1318022,821,19176,2947,215,179,21,10,0,1,1,1,0,0,1,1,0,0,0,1,1
30845,30845,,other,771159,1873744,26,28675,4955,187,200,0,9,0,7,0.252459,0.271985,0,0,1,1,0,0,0,1,1
30856,30856,,hateful,861,365,1148,2928,2,25,124,76,18,0.000731,7,0.241163,0.2556,18.941883,3,2,5,0.013005,0.001152,3,2,5
30875,30875,,other,81056,5199710,2550,586,9340,3,200,0,5,0,2,0.75,0.833333,0,0,2,2,0,0,0,2,2
30887,30887,,other,58776,91502,743,143961,753,73,68,131,18,0,1,1,1,0,0,1,1,0,0,0,1,1
30899,30899,,other,22158,5861,1352,22255,18,179,113,87,6,0,1,1,1,0,0,1,1,0,0,0,1,1
30909,30909,,other,21960,2619,1659,12720,92,29,148,52,18,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
30917,30917,,other,66353,1659,589,45535,31,28,172,28,8,0,1,1,1,0,0,1,1,0,0,0,1,1
30965,30965,,other,193117,25302,1338,49640,554,5,164,36,9,0,7,0.218285,0.228919,0,0,1,1,0,0,0,1,1
31022,31022,,other,4664,557,567,13719,0,21,99,94,0,0,5,0.3,0.352222,0,0,1,1,0,0,0,1,1
31068,31068,,other,8855,23691,660,63045,366,1,191,9,4,0,1,1,1,0,0,1,1,0,0,0,1,1
31154,31154,,other,33485,2006313,0,955,1609,6,189,11,5,0,1,1,1,0,0,1,1,0,0,0,1,1
31193,31193,,other,30457,515,325,2727,25,5,181,19,7,0,1,1,1,0,0,1,1,0,0,0,1,1
31198,31198,,other,12020,2186,414,17523,33,1,160,39,7,0,5,0.351598,0.379329,0,0,5,5,0,0,0,5,5
31199,31199,,other,66462,90150,2060,4127,3123,13,148,52,5,0,1,1,1,0,0,2,2,0,0,0,2,2
31207,31207,,other,370511,15118,1755,1370,539,3,97,103,5,0,8,0.196845,0.213698,0,0,5,5,0,0,0,5,5
31265,31265,,normal,5807,358518,11360,1489,388,1,190,10,10,0,1,1,1,0,0,2,2,0,0,0,2,2
31270,31270,,other,63157,184695,17623,28614,2732,13,127,73,18,0,8,0.206434,0.219817,0,0,2,2,0,0,0,2,2
31344,31344,,other,11161,310,120,6082,2,6,85,115,7,0,6,0.29932,0.316667,0,0,1,1,0,0,0,1,1
31362,31362,,other,151863,3405,840,96115,88,5,144,56,4,0,1,1,1,0,0,2,2,0,0,0,2,2
31375,31375,,normal,23194,43130,146,8859,209,32,129,71,0,0,4,0.446809,0.571429,0,0,6,6,0,0.007614,0,6,6
31379,31379,,other,81975,46555,34615,632,755,8,185,15,18,0,1,1,1,0,0,1,1,0,0,0,1,1
31393,31393,,other,23594,5321,2682,21507,77,21,93,107,7,0,7,0.260796,0.27701,0,0,2,2,0,0,0,2,2
31420,31420,,other,32373,1841,1104,61665,6,17,107,91,7,0,7,0.250203,0.270022,0,0,2,2,0,0,0,2,2
31422,31422,,other,389223,3385,2353,26956,146,36,101,98,4,0,1,1,1,0,0,1,1,0,0,0,1,1
31459,31459,,other,1775,109904,95975,16859,99,23,200,0,18,0,7,0.240813,0.257182,0,0,3,3,0,0,0,3,3
31474,31474,,other,1004,107257,128,4893,390,10,183,17,0,0,8,0.216382,0.249771,0,0,10,10,0,0,0,10,10
31534,31534,,other,20887,17129,500,112099,213,1,108,92,5,0,1,1,1,0,0,1,1,0,0,0,1,1
31541,31541,,other,7219,2197,1131,1631,40,267,9,191,18,0,1,1,1,0,0,2,2,0,0,0,2,2
31550,31550,,other,55122,4120475,5332,1009,5809,70,197,3,2,0,9,0.170436,0.178442,0,0,1,1,0,0,0,1,1
31559,31559,,other,6777,24761,790,30627,127,5,176,24,4,0,1,1,1,0,0,1,1,0,0,0,1,1
31632,31632,,other,17204,8943,1200,2784,373,61,138,62,8,0,1,1,1,0,0,1,1,0,0,0,1,1
31648,31648,,other,185224,321727,5926,2071,6475,1,185,15,9,0,5,0.368786,0.416301,0,0,18,18,0,0,0,18,18
31650,31650,,other,18458,13378,98,3292,179,25,146,54,7,0,6,0.262712,0.284731,0,0,4,4,0,0,0,4,4
31665,31665,,other,51550,12195,8467,15491,71,14,184,16,4,0,1,1,1,0,0,1,1,0,0,0,1,1
31693,31693,,hateful,107445,1108,129,86603,121,25,65,130,9,0.003813,8,0.218973,0.228668,39.416804,20,1,21,0.101772,0.002394,20,1,21
31698,31698,,other,135255,109596,650,115,495,113,132,68,11,0,1,1,1,0,0,1,1,0,0,0,1,1
31724,31724,,other,6841,48712,1800,1687,1533,4,162,38,9,0,1,1,1,0,0,1,1,0,0,0,1,1
31735,31735,,other,26697,142398,4519,13014,2744,15,187,13,7,0,9,0.170893,0.18542,0,0,4,4,0,0,0,4,4
31798,31798,,other,8278,6323,551,5594,16,98,154,46,8,0,1,1,1,0,0,2,2,0,0,0,2,2
31804,31804,,other,25093,3475,683,44511,30,27,176,24,9,0,7,0.255814,0.273655,0,0,2,2,0,0,0,2,2
31842,31842,,other,60596,6022,804,196224,147,1,103,97,4,0,1,1,1,0,0,1,1,0,0,0,1,1
31851,31851,,other,22996,6198,597,20658,111,16,115,85,4,0,1,1,1,0,0,1,1,0,0,0,1,1
31894,31894,,other,105822,15978,6200,33598,265,16,125,75,4,0,1,1,1,0,0,1,1,0,0,0,1,1
31897,31897,,other,34549,8744,1840,106024,92,106,85,115,0,0,1,1,1,0,0,1,1,0,0,0,1,1
31899,31899,,other,56207,97315,183,18216,914,20,142,58,9,0,8,0.193589,0.203003,0,0,1,1,0,0,0,1,1
31956,31956,,other,44022,2932,2201,74606,4,78,81,117,18,0,9,0.154077,0.16293,0,0,1,1,0,0,0,1,1
31957,31957,,other,359463,4192,765,15931,91,2,120,80,4,0,1,1,1,0,0,1,1,0,0,0,1,1
31991,31991,,other,95677,1265968,1499,8270,14219,18,103,97,8,0,1,1,1,0,0,1,1,0,0,0,1,1
32023,32023,,normal,90324,37161,839,48668,91,43,87,113,3,0,1,1,1,0,0,1,1,0,0,0,1,1
32037,32037,,other,59378,3147,866,23519,28,3,110,90,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32051,32051,,other,126162,27233,1266,46768,414,71,142,58,0,0,1,1,1,0,0,1,1,0,0,0,1,1
32057,32057,,other,153839,111892,1227,20,753,87,117,83,11,0,1,1,1,0,0,1,1,0,0,0,1,1
32061,32061,,other,1065,47981,282,60,156,29,194,6,11,0,1,1,1,0,0,1,1,0,0,0,1,1
32066,32066,,other,200,1886,157,85,18,150,107,93,2,0,1,1,1,0,0,1,1,0,0,0,1,1
32112,32112,,other,13031,10247,9590,14060,74,145,115,84,18,0,1,1,1,0,0,1,1,0,0,0,1,1
32146,32146,,other,9,4693,464,1545,70,0,9,0,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32175,32175,,other,170,8774646,5,0,4728,131,161,9,18,0,1,1,1,0,0,3,3,0,0,0,3,3
32177,32177,,other,83728,4349,3479,16701,27,1,12,188,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32186,32186,,other,20960,12198,3118,11520,206,2,179,21,5,0,1,1,1,0,0,1,1,0,0,0,1,1
32205,32205,,other,59545,13058,10307,55854,20,179,2,198,18,0,1,1,1,0,0,1,1,0,0,0,1,1
32211,32211,,other,78302,9360,627,50748,422,28,116,84,7,0,7,0.234577,0.2484,0,0,1,1,0,0,0,1,1
32236,32236,,other,14854,6179,6160,22715,26,245,3,197,18,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
32239,32239,,hateful,14293,2927,1679,30265,37,21,124,76,7,0.00109,6,0.310415,0.344951,221.991082,6,8,14,0.025023,0.017662,6,8,14
32249,32249,,other,710661,59839,33250,22095,1504,11,174,26,9,0,5,0.347875,0.384352,0,0,11,11,0,0,0,11,11
32260,32260,,other,25048,19425,1073,2569,538,18,100,100,8,0,1,1,1,0,0,1,1,0,0,0,1,1
32291,32291,,other,196,28731,159,694,102,0,192,4,7,0,1,1,1,0,0,1,1,0,0,0,1,1
32299,32299,,other,50588,45400,1453,77347,859,10,169,31,5,0,1,1,1,0,0,2,2,0,0,0,2,2
32318,32318,,other,81373,207828,988,70455,537,10,164,36,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32333,32333,,other,2063,496,168,2853,4,5,134,66,7,0,6,0.291943,0.315476,0,0,3,3,0,0,0,3,3
32335,32335,,hateful,1346,611,764,5054,4,19,158,42,7,0.000578,5,0.40448,0.449077,23.72446,2,16,18,0.013227,0.042751,2,16,18
32350,32350,,other,81369,816334,383,136,2545,82,115,85,8,0,1,1,1,0,0,1,1,0,0,0,1,1
32367,32367,,other,6422,22177,250,3927,205,230,194,6,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32396,32396,,other,37582,109974,644,13239,1033,3,200,0,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32409,32409,,other,5710,566,555,3691,0,8,140,49,7,0,7,0.23876,0.253162,0,0,2,2,0,0,0,2,2
32426,32426,,hateful,280,379,19,1061,2,18,137,55,7,0.000961,7,0.245208,0.262099,86.579304,5,2,7,0.010372,0.002564,5,2,7
32441,32441,,other,2800,381,136,6084,9,6,56,140,4,0,1,1,1,0,0,2,2,0,0,0,2,2
32445,32445,,other,86206,4266,995,47148,88,26,177,21,8,0,1,1,1,0,0,1,1,0,0,0,1,1
32446,32446,,other,166982,37724,29048,116075,285,78,69,131,0,0,5,0.339623,0.460185,0,0,4,4,0,0,0,4,4
32455,32455,,other,12920,24978,515,183,768,31,187,13,9,0,6,0.335512,0.36158,0,0,1,1,0,0,0,1,1
32471,32471,,other,2865,177159,0,238,811,4,191,9,0,0,7,0.215837,0.224165,0,0,1,1,0,0,0,1,1
32485,32485,,other,31716,95832,985,24473,1342,2,188,12,5,0,1,1,1,0,0,1,1,0,0,0,1,1
32517,32517,,hateful,3081,342,277,6024,2,12,63,130,5,0.00054,1,1,1,0,0,1,1,0,0.000018,0,1,1
32530,32530,,other,247719,3451613,1312,6,36409,6,192,8,18,0,2,0.8,0.875,0,0,3,3,0,0,0,3,3
32546,32546,,other,132612,9492,1020,68611,227,21,171,29,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32561,32561,,other,18216,30774,2708,3015,754,18,173,27,0,0,6,0.234375,0.306667,0,0,1,1,0,0,0,1,1
32570,32570,,other,113912,41011,1870,42570,652,5,162,38,5,0,1,1,1,0,0,1,1,0,0,0,1,1
32580,32580,,other,6682,18130,804,4052,74,73,82,115,9,0,5,0.35443,0.383766,0,0,4,4,0,0,0,4,4
32607,32607,,other,11538,312,364,5301,9,18,122,78,5,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
32611,32611,,other,764085,27609,16083,84,187,56,200,0,18,0,1,1,1,0,0,1,1,0,0,0,1,1
32612,32612,,other,9208,8550,9374,9190,101,88,40,160,5,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
32618,32618,,other,319,11560,31,1254,56,15,24,165,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32661,32661,,other,54202,21075,22712,55823,86,40,45,155,9,0,7,0.201967,0.209655,0,0,1,1,0,0,0,1,1
32676,32676,,other,27391,17934,17491,41346,337,41,42,157,18,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
32702,32702,,other,35269,27287,17439,34,177,3,164,35,4,0,1,1,1,0,0,3,3,0,0,0,3,3
32705,32705,,other,5021,85724,2404,9,12,54,15,14,11,0,1,1,1,0,0,1,1,0,0,0,1,1
32710,32710,,other,153044,43959,2232,33741,359,5,173,27,8,0,1,1,1,0,0,1,1,0,0,0,1,1
32729,32729,,other,3336,21834,0,240,64,8,177,23,9,0,5,0.421555,0.492718,0,0,42,42,0,0,0,42,42
32736,32736,,other,8967,2412,1849,16941,5,326,64,136,18,0,7,0.213149,0.229538,0,0,2,2,0,0,0,2,2
32790,32790,,other,32573,29324,2739,34208,398,135,123,77,5,0,1,1,1,0,0,1,1,0,0,0,1,1
32800,32800,,other,42161,171455,3185,5098,4767,31,117,81,5,0,1,1,1,0,0,1,1,0,0,0,1,1
32819,32819,,other,4784,10200,7448,339,138,67,149,50,18,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
32837,32837,,other,47017,19563,21494,64424,337,878,90,110,0,0,1,1,1,0,0,1,1,0,0,0,1,1
32923,32923,,other,53340,5018,921,27198,133,0,150,49,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32962,32962,,other,33822,6058,3074,11494,142,1016,48,152,18,0,1,1,1,0,0,1,1,0,0,0,1,1
32963,32963,,other,2600,19746,373,2582,114,3,187,13,5,0,1,1,1,0,0,1,1,0,0,0,1,1
32985,32985,,other,150046,985,273,9131,93,5,112,87,4,0,1,1,1,0,0,1,1,0,0,0,1,1
32998,32998,,normal,57990,4555,558,130236,137,7,131,68,9,0,7,0.247588,0.26914,0,0,1,1,0,0.002352,0,1,1
33012,33012,,other,32887,99746,443,169213,1268,8,163,35,5,0,1,1,1,0,0,6,6,0,0,0,6,6
33023,33023,,other,81911,5245,173,19161,82,4,113,87,5,0,1,1,1,0,0,1,1,0,0,0,1,1
33024,33024,,other,53013,23179,1031,62792,309,41,134,65,5,0,1,1,1,0,0,3,3,0,0,0,3,3
33037,33037,,other,729,307,248,1173,4,20,88,110,7,0,6,0.287046,0.310227,0,0,2,2,0,0,0,2,2
33085,33085,,other,22891,3776,147,58372,149,4,75,122,11,0,1,1,1,0,0,1,1,0,0,0,1,1
33102,33102,,normal,5037,620,813,14932,4,5,169,31,9,0,8,0.22449,0.238957,0,0,3,3,0,0.010113,0,3,3
33105,33105,,other,29503,103129,641,81604,1024,11,180,20,4,0,1,1,1,0,0,1,1,0,0,0,1,1
33106,33106,,other,2388,34356,47,1122,233,157,120,79,5,0,1,1,1,0,0,1,1,0,0,0,1,1
33108,33108,,normal,110888,16359,3069,185731,395,166,55,145,8,0,1,1,1,0,0,1,1,0,0,0,1,1
33123,33123,,other,9118,155613,859,204,3601,33,150,50,5,0,1,1,1,0,0,1,1,0,0,0,1,1
33166,33166,,other,276862,3991,2436,1274,99,13,181,18,20,0,1,1,1,0,0,1,1,0,0,0,1,1
33168,33168,,other,42829,1519,1184,10141,10,12,79,121,4,0,1,1,1,0,0,1,1,0,0,0,1,1
33178,33178,,other,75627,53611,691,22645,1231,0,191,9,5,0,1,1,1,0,0,1,1,0,0,0,1,1
33199,33199,,other,11568,10679275,826,7269,22631,67,130,70,4,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
33205,33205,,other,57610,46424,500,29036,1216,36,121,79,7,0,7,0.234221,0.255527,0,0,4,4,0,0,0,4,4
33212,33212,,other,23263,19697,1210,3055,961,62,65,135,5,0,1,1,1,0,0,1,1,0,0,0,1,1
33222,33222,,other,611,2675,2846,855,9,277,154,46,18,0,1,1,1,0,0,1,1,0,0,0,1,1
33230,33230,,other,31587,1801770,330,201,10749,37,111,89,9,0,6,0.308532,0.348178,0,0,11,11,0,0,0,11,11
33241,33241,,other,39299,23206,8881,34441,682,193,25,175,9,0,7,0.280255,0.299111,0,0,2,2,0,0,0,2,2
33244,33244,,hateful,5275,811,3437,8332,7,33,153,46,0,0.000546,7,0.229851,0.242208,0,1,1,2,0.006797,0.000407,1,1,2
33261,33261,,normal,37086,13541,5501,53776,107,229,15,185,18,0,9,0.2,0.339264,0,0,3,3,0,0.000654,0,3,3
33274,33274,,other,57060,8513,1001,15822,85,56,43,157,10,0,1,1,1,0,0,1,1,0,0,0,1,1
33286,33286,,other,1510,19788,1479,9,632,68,135,65,18,0,1,1,1,0,0,1,1,0,0,0,1,1
33342,33342,,other,38483,36825,5538,19325,179,148,43,157,18,0,2,0.75,0.833333,0,0,2,2,0,0,0,2,2
33351,33351,,other,90212,21909,3613,10768,909,25,140,60,9,0,6,0.307385,0.326677,0,0,1,1,0,0,0,1,1
33366,33366,,other,2648,1045,983,2022,4,219,6,194,18,0,2,0.75,0.833333,0,0,2,2,0,0,0,2,2
33401,33401,,other,36049,5084,2407,7714,25,13,90,108,4,0,1,1,1,0,0,1,1,0,0,0,1,1
33407,33407,,other,33489,822,288,10973,41,20,90,106,9,0,1,1,1,0,0,1,1,0,0,0,1,1
33415,33415,,other,86507,9354,8052,137375,81,140,65,135,18,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
33463,33463,,other,141736,13071,875,203,485,17,186,14,5,0,1,1,1,0,0,1,1,0,0,0,1,1
33465,33465,,normal,15198,737,367,63,19,9,192,8,18,0,8,0.190949,0.200008,0,0,1,1,0,0.000134,0,1,1
33470,33470,,other,42228,28695,50,1106,1448,0,200,0,7,0,10,0.136847,0.143453,0,0,1,1,0,0,0,1,1
33483,33483,,other,12660,7490,527,68,285,31,187,13,5,0,1,1,1,0,0,1,1,0,0,0,1,1
33497,33497,,other,33026,36576,546,7748,444,198,113,87,8,0,1,1,1,0,0,1,1,0,0,0,1,1
33503,33503,,other,38552,7881,1858,114907,23,174,19,181,0,0,6,0.279425,0.310021,0,0,5,5,0,0,0,5,5
33550,33550,,other,78587,1146757,988,16,20713,29,195,5,8,0,1,1,1,0,0,1,1,0,0,0,1,1
33553,33553,,other,79512,12215,1598,5817,351,9,135,65,5,0,1,1,1,0,0,2,2,0,0,0,2,2
33586,33586,,normal,5264,300,2,0,10,0,200,0,7,0,6,0.277978,0.295725,0,0,1,1,0,0.001813,0,1,1
33589,33589,,other,428,8911,37,66,42,45,108,91,4,0,1,1,1,0,0,1,1,0,0,0,1,1
33612,33612,,other,13348,779754,627,417,5345,9,139,61,18,0,8,0.18534,0.198534,0,0,3,3,0,0,0,3,3
33648,33648,,normal,10413,4480,552,268,158,11,179,21,9,0,6,0.316222,0.349838,0,0,4,4,0,0.012717,0,4,4
33650,33650,,other,68622,176921,941,13,3770,66,93,107,9,0,7,0.216292,0.22885,0,0,1,1,0,0,0,1,1
33665,33665,,other,36796,133740,2394,4470,121,173,149,51,6,0,1,1,1,0,0,1,1,0,0,0,1,1
