Id,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,sentiment,subjectivity,number hashtags,tweet number,retweet number,quote number,status length
14257,other,38968,67110,503,11579,196,-0.081129431,0.633935323,12,35,165,14,68.565
14316,other,10444,133327,442,8,2579,0.107004653,0.471125485,11,160,40,2,152.695
14327,hateful,1461,10997,10158,15752,103,0.046331994,0.477999776,83,159,41,12,112.255
14341,other,242256,30415,2294,7914,1584,0.019783621,0.483284026,8,59,139,24,99.48989899
14358,other,5247,713,215,1597,24,0.046325802,0.491131108,11,151,49,83,74.705
14364,other,23893,2508,1862,165,127,0.239173672,0.509779031,220,92,108,20,133.055
14377,normal,258672,70069,2731,3414,329,0.0569291,0.547208429,89,22,178,13,132.615
14463,other,91,23,40,913,0,0.042051556,0.496605145,4,91,0,0,131.6153846
14489,hateful,51046,6746,3989,63369,160,0.071851395,0.529927291,70,93,107,13,108.275
14549,other,12755,880093,3532,4987,8213,0.078513301,0.573338294,82,170,29,55,125.3366834
14564,other,53527,125184,319,65,1281,0.102720799,0.576226519,5,200,0,134,126.25
14606,other,81381,10955,4112,20101,322,0.199597481,0.48519752,144,56,144,9,123.97
14617,other,53813,159478,10123,185,2984,0.105825044,0.392644454,2,200,0,0,116.36
14631,other,88625,114769,859,868,3406,0.080081169,0.466857457,10,172,28,62,127.545
14643,other,95459,237718,35,651,3849,0.039613365,0.460840734,17,174,26,26,106.445
14647,other,45062,244644,6187,6400,3982,0.094779784,0.463773234,36,120,80,52,141.585
14649,other,80108,26797,836,8196,1214,0.049722848,0.540301876,7,162,38,34,131.95
14668,normal,2699,19951,44,2008,169,0.079768069,0.467431088,63,124,72,0,112.3826531
14671,hateful,2064,350,270,229,4,0.070996652,0.532221133,8,115,72,53,161.6096257
14726,hateful,50101,1095,1960,32655,14,0.051325847,0.494449857,12,34,163,20,84.48730964
14761,other,52261,39474,12708,54717,124,0.13678647,0.520433483,218,25,175,1,126.405
14813,other,126366,194892,131467,128449,901,0.087092163,0.513063197,215,10,190,0,133.07
14913,other,4664,2474,485,2188,45,0.158299882,0.467337543,35,114,86,11,119.815
14929,normal,235633,85935,50322,8917,1966,0.031353531,0.499183025,78,148,52,42,131.21
14935,other,2878,485532,171891,41255,2231,0.030846007,0.492584459,8,194,6,20,100.74
14938,other,19094,3949,2698,88748,57,0.05727556,0.501485786,1,194,6,3,64.265
14940,other,124081,24690,3043,31053,2,0.180270658,0.498929616,109,27,173,3,119.36
14958,other,25399,19002,11866,2955,371,0.086450517,0.461849619,135,73,127,6,123.835
15011,other,7509,1064,441,5806,11,0.068107269,0.462596092,6,66,103,1,94.83431953
15032,other,82394,61883,1037,24737,1343,0.092915285,0.537426366,7,165,34,17,114.3417085
15037,other,18742,629,122,696,20,0.073633566,0.571481099,23,150,50,5,69.76
15045,other,56960,37645,1141,1835,512,0.048332338,0.43695578,57,121,79,21,140.31
15052,other,58430,4844,439,107,20,0.042998553,0.513141375,7,173,27,67,76.16
15079,other,77443,3910,1156,92184,112,-0.004299092,0.487927244,6,133,67,14,100.835
15124,other,136098,146325,900,79142,644,0.108023839,0.569511669,2,198,2,51,76.035
15127,normal,1392,349,518,5448,3,0.04542914,0.466996228,7,168,29,7,80.01015228
15154,other,210541,8806,3405,8162,171,0.160269537,0.586040372,23,133,67,21,74.535
15161,other,20507,50274,3572,1674,2105,0.049077225,0.449320983,106,169,31,0,115.765
15166,other,12245,87477,4246,350,531,-0.047087224,0.405302677,143,200,0,3,96.66
15170,other,19988,2158852,1172,7436,7931,0.064150897,0.483575739,35,78,122,29,135.53
15207,hateful,157468,993,485,143099,130,0.08382142,0.469922996,69,16,184,1,131.35
15210,other,36313,338450,236,92450,839,0.198096388,0.596640972,3,174,26,25,77.825
15224,other,23235,11485,9269,8586,25,0.108665163,0.613446695,24,24,176,0,47.11
15233,other,7339,834762,806,27,805,0.315705128,0.570833333,48,145,55,0,105.355
15253,hateful,1418,4369,1972,1326,10,0.007108549,0.459292437,22,117,83,11,134.605
15269,other,103339,2458438,329,10,13593,0.061990986,0.36068279,2,187,13,0,131.34
15280,normal,44697,19165,273,16094,192,0.036460347,0.478836408,9,146,53,61,127.8442211
15283,normal,1519,7264,45,948,137,0.197410223,0.468284969,5,157,43,2,85.825
15296,other,45368,1810,863,5946,30,0.066094497,0.465843122,15,116,83,45,87.73366834
15303,other,93001,637566,1872,33362,8667,0.119608554,0.473178823,9,184,16,0,123.495
15313,other,25741,44726,2601,5371,638,0.076555602,0.479808036,57,175,25,72,140.305
15330,other,20815,240936,3160,46005,347,0.095150019,0.577323355,8,85,114,4,67.57788945
15340,other,588221,24192,2620,5240,896,0.149820591,0.554401516,16,122,77,54,104.7085427
15356,other,9460,2034943,526,2997,9242,0.151257827,0.483330928,123,78,122,41,158.29
15360,hateful,5524,1740,504,6630,6,0.00502592,0.514901214,8,86,112,4,61.91919192
15401,other,59372,56116,205,3973,2372,-0.007066501,0.458457008,12,183,17,27,93.075
15423,normal,150466,4041,2700,27599,80,0.159446862,0.59511749,29,169,30,38,100.3366834
15467,other,87638,144917,563,197,2675,0.067909508,0.512449269,25,158,42,85,147.7
15478,other,57750,20527,18818,61067,18,0.116634857,0.511645899,77,10,190,0,189.58
15488,other,20733,454009,529,3082,10426,0.032226641,0.464463332,7,154,46,0,131.065
15501,other,41541,12214,784,38736,112,0.231024108,0.594217989,22,142,58,5,60.955
15513,other,12160,349,228,1335,36,0.0538706,0.48914161,25,89,109,36,101.3535354
15514,other,3265,127490,67,33324,651,0.11089585,0.369093208,50,94,3,0,91.69072165
15538,hateful,68274,1383,356,5799,18,0.060921023,0.599421065,0,170,27,49,68.11167513
15541,normal,11477,1452,280,54593,12,0.064544813,0.515679342,4,175,23,12,53.92424242
15559,other,8194,63272,45454,376876,762,0.114574867,0.534295672,17,196,4,2,75.23
15569,other,31193,7750,7138,41904,19,0.07060848,0.558198,91,93,106,0,99.30653266
15583,other,413,856,356,732,62,0.228132388,0.615619723,3,29,170,4,57.25125628
15590,other,39278,21173295,4908,62155,63040,0.19915465,0.556930417,88,132,67,66,117.6934673
15623,other,11230,1510,1133,24685,27,0.09160119,0.513983732,4,164,36,10,116.205
15642,other,52312,3366,803,32206,116,0.094688448,0.540690368,0,186,14,4,67.705
15651,other,27877,1563428,2166,8824,4209,0.050748934,0.457057918,481,158,42,17,143.385
15654,other,11148,771,229,21764,20,0.086931368,0.462001699,3,140,58,9,57.11111111
15707,other,51066,2078118,834,1432,2075,0.146067346,0.52016642,31,123,77,5,67.79
15713,hateful,1642,39085,29,0,349,0.042136908,0.425611618,15,173,25,17,119.9545455
15715,other,151509,49641,401,10297,274,-0.003444245,0.529417964,18,108,92,32,87.95
15723,other,13776,2889,1037,14273,145,0.100909158,0.531617184,44,141,59,18,129.475
15724,other,3740,52397,1698,50,934,0.234675884,0.486142562,67,178,22,16,150.075
15733,normal,32938,2781,861,21750,96,0.036391408,0.435025176,19,184,16,18,118.6
15735,other,10650,19065,946,5295,108,0.047731915,0.493929833,12,147,53,23,81.495
15741,other,190422,275811,2694,1031,3499,0.067081189,0.458889774,5,163,37,0,91.855
15761,other,56517,120261,199,69297,559,0.060827024,0.565307881,6,41,158,14,85.85929648
15780,other,42019,16005,753,190920,533,0.147621066,0.548489894,10,193,7,33,53.485
15792,other,234782,48346,4115,162819,1089,0.154969382,0.54598958,21,116,84,33,97.875
15795,other,4236,496752,979,133,4135,0.053241502,0.464366284,29,198,2,103,219.945
15842,other,37837,263323,277376,6360,374,0.08590872,0.535387351,5,140,60,21,76.1
15879,normal,74353,985,722,97087,15,0.109564325,0.567729409,6,82,118,32,87.255
15885,hateful,3912,8571,184,1953,70,0.161356441,0.491505202,214,149,49,23,117.3333333
15905,hateful,66231,12320,7770,35387,196,0.034396413,0.520177515,24,144,56,9,123.96
15939,hateful,97,191,154,160,0,0.002932168,0.433909802,15,75,22,14,99.07216495
15942,other,720,83,2,0,0,0.187702575,0.420938783,0,200,0,0,48.86
15948,other,144274,14470359,1,1093,17932,0.08100917,0.504658594,2,200,0,0,105.485
15979,other,1395,18218,0,20,258,0.124828727,0.429452348,114,123,77,0,128.015
15987,other,3158,3493,787,2237,43,0.026057873,0.500810772,86,103,97,15,115.405
15997,other,24993,42562,1564,4775,1476,0.046474942,0.473678377,5,187,13,21,134.15
16003,other,24146,279,650,46949,19,0.064939186,0.491814465,31,49,151,0,95.295
16005,other,224079,6897,2831,21938,196,0.096996147,0.515594771,3,133,67,70,107.445
16023,other,20416,3562,2193,21523,7,0.040542065,0.522240752,62,126,74,6,122.675
16046,normal,66152,3008,2495,63485,117,0.050090006,0.410930637,31,39,161,3,115.005
16071,other,1556,517986,342,395,1325,0.287497014,0.550275331,236,148,52,15,117.85
16085,other,148280,72138,291,56,2531,0.106364697,0.508640961,12,77,123,17,106.025
16116,other,5149,1911,874,105,78,0.072649954,0.35233964,22,195,5,0,132.105
16145,other,31959,625,360,23174,8,0.039888178,0.521988562,6,137,61,2,48.36363636
16152,other,110948,7335,3455,45289,166,0.053804094,0.555970418,17,118,80,50,78.02020202
16198,other,18406,484471,1180,2263,1814,0.039120839,0.549040625,205,200,0,2,115.54
16213,normal,2658,287,192,3747,9,,,,,,,
16218,other,138221,9386,3773,318326,267,0.076181499,0.536858559,10,27,173,1,82.62
16227,other,30748,10885,3124,20339,158,0.087472815,0.539180037,14,177,22,5,83.25125628
16229,hateful,1695,1040,215,4871,11,0.068774644,0.389176603,3,165,35,2,114.905
16265,hateful,1351,208,293,2345,1,0.070022255,0.452688331,20,88,111,5,100.9296482
16268,other,59301,59066,4591,47420,356,0.073000484,0.480628709,132,47,153,16,125.41
16276,other,282,35,100,197,0,-0.004811192,0.575700209,3,177,23,7,92.7
16301,other,25879,50773,5603,192,349,0.208213049,0.432956865,2,184,16,0,117.73
16319,hateful,487,238,241,1168,1,0.027151574,0.480461652,25,142,49,7,91.34554974
16320,hateful,9540,152,122,11640,0,0.073166107,0.426813169,42,34,166,0,117.08
16368,other,4568,184935,661,634,1220,0.048653381,0.437892571,136,96,104,9,140.48
16369,other,36244,113002,1881,4633,953,0.017644652,0.524191738,10,157,43,60,119.72
16382,other,38812,14584,568,6208,434,0.135016241,0.515076867,15,132,68,34,124.67
16412,other,5318,2547521,1193,738,7197,0.344073412,0.474507296,62,167,33,13,149.015
16419,hateful,244,51,275,355,0,-0.004365863,0.530824943,16,128,69,5,94.1319797
16423,other,20097,3058,3409,73362,7,0.174122388,0.521545539,2,194,6,0,64.635
16427,hateful,10023,318,570,41557,1,0.05585595,0.479653178,14,62,135,5,116.0609137
16431,other,391,95628,264,724,504,0.258946609,0.402255892,107,193,7,0,112.135
16433,other,1775,6973,160,302,44,0.293842372,0.548673043,147,139,61,59,169.06
16477,other,58280,1140,409,48882,38,0.082932269,0.482013486,118,33,167,0,121.295
16495,other,63328,230749,3740,132,3807,0.040243684,0.575097831,17,200,0,0,109.955
16497,other,863,171664,173326,83,226,0.188207096,0.48807029,5,199,1,0,83.12
16508,other,12751,109972,500,10,2512,0.064055948,0.472947066,44,191,9,28,142.99
16512,other,40671,12865,14104,28758,53,0.096218612,0.520129914,178,19,180,0,121.6331658
16518,other,33670,4852632,1933,19,19560,0.113377145,0.518485733,84,181,19,2,82.595
16544,other,195014,34243,11450,70337,626,0.105897946,0.490136338,120,131,69,17,131.63
16548,other,1019,11696,239,56,79,0.029375884,0.434701299,117,113,83,0,105.4744898
16553,other,75226,7555,7384,52946,63,0.092081603,0.612181141,4,77,123,20,69.225
16555,other,5214,27062,4255,2454,102,0.083814419,0.526861231,44,133,66,67,137.7638191
16565,other,13986,449,261,2990,9,0.014884675,0.559983318,5,92,108,11,62.475
16606,other,117356,55935,735,9989,62,0.021911441,0.523673735,214,1,199,0,106.28
16656,hateful,3255,308,486,4911,4,0.070038961,0.445770653,27,58,131,25,103.2486772
16670,hateful,13361,1506,68,11923,16,0.053982712,0.503235478,16,179,21,66,104.595
16676,other,78809,19297,17151,2624,12,-0.004848447,0.340441407,4,196,4,0,96.35
16731,other,38748,20985,1073,1259,271,0.05634852,0.440399575,13,84,116,38,148.045
16736,other,65343,1073,697,6525,47,0.074644322,0.56982959,4,169,31,85,72.775
16785,hateful,13728,1084,40,163,39,0.016234223,0.434616073,40,134,66,91,160.35
16795,other,16987,56204,410,32046,287,0.078968274,0.489759697,14,170,30,35,207.535
16798,other,501,1232674,771,15466,3101,0.257649691,0.53526057,86,147,53,18,78.3
16826,other,46265,33407,854,9203,522,0.055597249,0.487807467,36,153,47,38,130.645
16859,other,36091,26848,6871,23252,157,0.072196637,0.537124931,163,125,75,43,125.115
16908,other,90,221,5,25,0,0.149607999,0.49213732,0,90,0,0,73.82222222
16909,other,2263,107807,311,56,1999,0.09327808,0.438377112,185,173,27,59,190.23
16911,other,26,149,1,6,1,0.498412698,0.768489124,0,24,2,0,32.65384615
16938,other,68466,269602,726,18213,1963,0.149105228,0.506640693,23,176,24,44,112.145
16961,other,35345,40921,250,6509,515,0.023756441,0.467896169,32,116,82,74,145.979798
17032,other,69,68,401,5,0,0.145629954,0.556501349,6,55,11,19,85.24242424
17046,other,8425,122,151,15504,6,0.094241272,0.555510366,19,106,91,0,65.45685279
17061,other,6937,172,153,1594,9,0.021618115,0.522921201,59,130,70,5,68.98
17085,other,13405,2624,16,759,6,0.083213445,0.601892679,1,200,0,0,50.385
17098,other,9526,4093,799,630,141,0.103831361,0.457066548,45,99,101,22,137.905
17099,other,61016,173431,426,124,2070,-0.03023121,0.516766903,44,167,33,71,124.835
17108,hateful,69477,4814,4407,68509,26,0.028805054,0.461288827,66,28,152,7,116.7944444
17115,other,31817,105071,294,54922,905,0.164785606,0.523803076,7,188,12,15,77.605
17127,other,115941,4146,933,119260,211,0.097587521,0.52500574,9,135,64,6,102.2211055
17149,other,39794,17063,60,1643,251,0.186375372,0.469992307,40,170,30,30,128.34
17173,other,8326,1737,853,13529,8,0.088166145,0.594526125,29,30,170,8,74.38
17189,hateful,493,3506,0,24,39,-0.020736092,0.419837445,10,197,3,4,134.915
17214,other,46076,179369,1,6,4184,0.264800345,0.579766898,10,200,0,0,132.7
17221,other,199983,193827,2972,77782,2730,0.094321625,0.464546183,24,136,63,52,124.8643216
17231,other,147638,13656,13574,122322,284,0.142851244,0.49918776,86,41,159,0,128.925
17234,other,6537,41879,2633,64336,342,0.122513514,0.587650495,8,179,20,10,87.17085427
17265,other,111165,17840,5085,334,368,0.092045025,0.546831202,4,103,69,15,65.88953488
17277,other,113936,15554,13658,8059,324,0.042883363,0.476821951,33,79,120,20,116.6130653
17287,other,69,55193,0,14,43,0.217889895,0.559142174,2,69,0,0,69.27536232
17294,other,51946,1596,1245,3703,8,0.079072893,0.497034374,10,60,136,16,69.14285714
17307,other,10870,4204,4033,12002,51,0.070775914,0.528925777,50,11,189,2,116.85
17311,hateful,4618,292,188,6614,0,0.097842246,0.518587338,7,176,24,2,53.325
17313,other,5766,21290,298,11853,471,0.180819261,0.531462875,0,191,9,2,82.365
17332,other,105370,27050,22886,129199,22,0.083080424,0.525117182,213,15,185,10,133.69
17371,other,25218,35791,1169,57,408,0.129863108,0.47022928,23,163,37,90,161.21
17375,other,249178,97432,88436,285444,801,0.054597818,0.546362087,0,0,200,0,80.415
17412,other,28989,2555007,400,4675,9871,0.119419664,0.465511393,16,198,2,2,146.955
17490,other,22579,1557,297,8803,14,0.04903412,0.551783387,2,185,15,3,41.455
17495,normal,6162,123,79,10382,3,0.07346325,0.541542963,19,75,11,82.175,90
17520,hateful,21743,661,1649,2852,5,0.019599539,0.470786409,74,34,162,0,100.0612245
17560,other,43158,2418,749,7134,51,0.074143243,0.534407508,7,156,44,46,83.45
17566,other,24870,13686,470,4947,454,0.109446457,0.458475993,9,102,98,13,115.235
17569,other,756656,38375,951,2116,431,0.11071751,0.612885913,5,172,28,44,59.81
17599,other,108447,37640,226,571,351,0.114507461,0.484517047,19,143,57,39,118.655
17621,other,5469,5099878,39698,4725,17691,0.146938897,0.426769445,246,200,0,0,141.22
17661,other,846,131542,2029,2038,357,0.086617617,0.487125296,0,199,1,33,82.605
17683,other,16534,13297,2557,2055,267,0.161880018,0.508798578,191,135,65,1,133.35
17699,normal,4413,167,161,2482,0,0.049259196,0.522086961,0,194,5,3,83.57286432
17700,other,13561,5715,4,0,22,0.071670332,0.472116325,1,199,1,0,34.17
17704,normal,319374,38877,2312,4801,825,0.166643113,0.545745206,40,150,50,65,98.8
17732,other,4927,958,758,3316,34,0.071262059,0.511601203,62,170,30,15,159.95
17751,other,19510,98364,1253,11836,1087,0.119328457,0.476850546,11,181,19,23,93.31
17803,other,51,564,1,0,8,-0.002955673,0.245036977,0,51,0,1,149.5686275
17805,other,17316,948,923,18887,13,0.075803305,0.521834627,15,35,165,0,67.315
17810,other,9572,3465,504,25937,14,-0.011374836,0.522344435,4,178,22,8,96.28
17837,other,18837,1083446,159,3600,9106,0.136667727,0.484221736,102,126,74,0,134.1
17847,other,10503,16559,421,75704,299,0.079891049,0.532034057,5,125,75,15,115.44
17855,normal,187945,6333,3541,1340,309,0.104167246,0.47198671,35,96,104,28,107.89
17858,other,67143,3379,516,88817,49,0.064391962,0.57123127,2,54,146,11,94
17884,other,190833,6653958,5840,6068,24735,0.077386691,0.484804615,84,153,47,0,105.46
17895,hateful,8368,745,1153,8888,5,0.050669438,0.436901759,32,82,105,7,120.1122995
17901,other,22854,31103,9804,17334,173,0.098349897,0.54051652,78,92,108,6,136
17923,other,14898,32402,225,3940,698,0.099757633,0.46306007,2,199,1,52,77.45
17944,other,24867,11612,1399,11808,76,0.047078671,0.472688938,71,135,65,27,133.55
17961,other,4669,8638,3173,5174,200,0.066629072,0.443326033,69,99,101,13,117.175
18003,other,29503,47430,254,18590,1281,0.065742485,0.469663265,9,154,46,54,156.77
18031,other,2916,394566,2487,406,258,0.098466897,0.512674449,8,195,5,21,82.365
18077,other,7851,34437,6128,1277,303,0.106441533,0.487650781,117,161,33,19,123.185567
18148,other,1873,178326,379,726,1354,0.171641974,0.436531584,138,128,72,17,139.8
18164,other,9937,10861,1797,39934,46,0.171766251,0.636562978,2,56,144,4,56.81
18166,other,82440,1270,580,51675,37,0.126881368,0.550843852,8,90,110,1,68.935
18175,hateful,23303,617,379,430,11,0.040027463,0.478612208,53,45,155,15,128.35
18190,other,12774,10480,8692,11126,55,0.080456936,0.504064861,32,105,95,0,124.755
18232,hateful,7041,1494,1237,10156,6,0.066193547,0.35292185,18,130,65,21,120.9897436
18235,other,28525,1465,792,18332,19,0.141394545,0.509312926,8,20,178,6,70.75757576
18241,other,32015,5426,1650,2670,10,0.109013866,0.549578191,5,167,33,60,81.885
18256,other,27870,935922,1363,1085,819,0.223850238,0.577058101,94,187,13,76,106.26
18266,other,40207,118190,1559,25229,434,0.15299258,0.487390527,54,171,29,3,78.58
18267,normal,15598,1211,332,24235,21,0.030679257,0.499809239,6,168,31,23,70.81909548
18268,other,3683,195229,400,140,646,0.110820485,0.52452134,6,199,1,0,60.765
18278,other,136322,4882,4581,45252,231,0.015794385,0.442686425,57,74,126,4,116.285
18287,normal,193099,28574,25087,112015,253,0.008171373,0.397761798,40,65,135,0,120.53
18295,other,63392,48606,2121,40463,174,0.219409709,0.570282004,11,32,166,12,73.80808081
18300,other,59912,63701,1073,47187,378,0.004731387,0.478342631,33,118,82,47,146.78
18325,other,445926,20183,2658,729,384,0.119864102,0.552597206,9,195,5,49,110.21
18326,other,23713,82993,1382,945,1516,0.07684322,0.42430924,10,172,28,39,158.59
18337,normal,29979,2258,2830,49735,30,0.007786851,0.483392258,45,120,80,63,146.765
18429,other,307,6846,603,34,226,0.054407825,0.549662023,3,136,64,26,75.42
18433,other,5700,7822,819,4366,256,0.062092104,0.436796629,9,140,59,19,128.201005
18487,hateful,9361,155,183,4881,5,0.080210634,0.462569606,14,149,49,12,106.2070707
18506,other,82159,129828,12431,16785,433,0.019707894,0.617552462,0,200,0,1,55.335
18507,other,23803,28137,904,22487,26,0.136800754,0.572112307,18,148,49,31,77.21319797
18537,other,117251,5386,3166,16518,297,0.114394347,0.504254002,1,91,108,21,96.75879397
18575,other,4174,788,230,27,18,-0.037030952,0.570312711,7,155,45,11,87.11
18581,other,19005,266930,897,14,1018,0.182752018,0.538540123,41,189,11,8,94.315
18608,other,52830,5301,99,31884,11,0.143055556,0.586217949,11,158,42,5,79.94
18620,normal,9001,831,1434,54009,52,0.126547392,0.482423676,89,110,89,14,98.83919598
18633,other,44739,279802,6845,17040,2620,0.077220004,0.516368434,142,43,156,5,127.3266332
18652,other,27139,118357,918,1009,1018,0.092418934,0.573443145,0,191,9,0,124.415
18673,other,81409,14911,540,49235,372,0.093720947,0.603185416,1,151,49,39,105.455
18677,other,187,3350,2284,10274,31,0.182962963,0.470972222,2,6,15,0,73.95238095
18694,other,20010,23579,25933,22324,88,0.057556228,0.481453499,36,176,24,11,154.84
18695,other,4755,650298,180,24,7016,0.051517514,0.403772633,0,196,4,2,90.08
18705,other,92370,11816,162,36291,109,0.038035687,0.494822679,6,180,20,17,127.405
18722,hateful,345006,21848,21504,24254,481,-0.00596259,0.450265831,150,62,138,20,142.325
18759,other,25886,7757,303,255,115,0.017862,0.529693846,4,166,34,21,93.19
18767,normal,116162,4855,4730,774,173,0.038335086,0.499832959,51,118,82,26,111.43
18775,other,9982,23479,353,50571,503,0.113460994,0.535522705,3,173,26,32,74.45728643
18781,other,87936,3082,0,12293,35,-0.127581424,0.497024166,50,156,44,4,153.76
18796,other,87522,651,602,28708,19,0.095324004,0.591092503,1,150,50,15,70.935
18804,other,51605,85425,601,52,564,0.030305213,0.520288496,53,130,70,65,126.145
18821,normal,978,40,180,2242,2,0.101346362,0.487418768,18,165,31,3,78.80612245
18843,other,9664,240906,1245,8860,2159,0.120886461,0.489924255,56,113,87,40,133.865
18852,hateful,7514,365,893,7860,2,0.015790912,0.533466633,3,86,106,2,65.58854167
18880,other,11183,8028,0,14375,5,0.106677132,0.456629357,175,48,152,6,116.485
18885,other,27093,1631419,688,143,3003,0.110390055,0.473190372,178,111,89,32,81.41
18889,other,336,231,204,1910,2,0.017223143,0.426737747,18,95,101,21,108.5204082
18891,other,4380,238,672,2460,11,0.02733829,0.566217316,4,147,53,32,79.695
18896,other,65450,21297,936,3922,678,0.090043859,0.481703542,6,156,44,21,102.705
18903,other,10250,3394,754,2133,97,0.014465867,0.425509727,91,102,98,34,153.895
18911,hateful,4249,665,311,615,34,0.070778448,0.382463363,233,54,146,16,138.395
18916,normal,46012,12365,421,6908,145,0.04854033,0.43639339,54,69,131,11,130.165
18968,other,430609,2171216,196,504,28480,0.124978425,0.574774391,8,171,29,0,115.75
18981,other,99351,197373,4681,1496,1181,0.082526327,0.3820562,130,183,17,0,131.875
18987,other,2766,1824,0,0,34,0.095436287,0.341753394,0,200,0,0,90.09
18993,other,108005,6174460,1563,14,18711,0.107410997,0.559744424,49,162,38,111,155.975
19002,other,143881,261058,149,23457,1474,0,0,0,200,0,0,35.11
19018,other,21063,21071,2854,16959,82,0.054113411,0.515395292,103,108,92,31,127.79
19032,other,1556,1178,1179,1912,10,0.161007412,0.486918373,67,57,142,2,116.6633166
19045,other,79929,7698,192,26797,65,0.112724999,0.546315708,41,107,93,41,92.3
19052,other,23932,1685,292,31045,21,0.036284417,0.562401589,8,158,38,7,68.74489796
19068,other,5556,1107,1164,9977,2,0.079562648,0.517488654,127,20,180,0,123.18
19069,other,551087,22245,1135,78,677,0.079279775,0.516423121,92,127,72,8,93.98994975
19082,other,15783,20105,17811,6411,262,0.051015907,0.513847532,15,190,10,1,103.155
19092,other,1601,260722,151,1876,172,0.131551819,0.516359464,36,97,103,47,86.125
19115,other,595696,71435,14723,466902,1594,0.038792573,0.546707677,0,10,190,1,75.8
19122,other,31162,7151,513,89313,133,0.038066927,0.476477469,43,166,33,66,123.0452261
19127,other,3180,63929,68,985,488,-0.012701362,0.525514656,26,180,20,2,103.52
19160,other,21306,1275,977,8454,23,0.085700988,0.506107082,3,55,143,28,62.91414141
19177,other,20810,62190,3487,7326,1173,0.023758753,0.482531712,116,128,72,8,140.135
19179,other,9495,55382,373,2297,287,0.224744526,0.536367701,151,88,110,2,120.959596
19220,other,148416,1080,743,1636,23,0.04772245,0.546599228,13,98,102,44,93.915
19222,other,7952,8737,863,2247,250,0.037408167,0.44766684,4,47,153,14,132.23
19235,other,7031,17402,3382,2147,630,0.262021892,0.511871866,259,142,58,23,152.58
19246,other,77466,8558,4418,282,255,0.07399899,0.499471283,27,112,88,27,115.585
19283,other,12129,86135,406,54,1670,0.04213642,0.495904292,70,106,94,1,120.815
19373,other,35071,3582,2180,53884,132,0.056896974,0.502552667,16,94,106,22,123.06
19383,other,3764,3354,309,2954,18,0.064554964,0.498380826,45,99,101,11,103.475
19415,other,54965,3117,991,71341,353,0.097594226,0.503727362,206,45,155,12,128.445
19419,other,6006,2354,271,8665,12,0.052658062,0.552816684,1,174,25,41,72.91457286
19423,other,34122,55325,21258,1365,887,0.066300892,0.471682164,19,153,47,0,111.805
19459,other,20258,2514,964,23060,29,0.18118504,0.564398109,21,134,65,28,66.92462312
19461,other,77881,3330,3673,88852,34,0.066724278,0.550828313,57,116,84,8,117.725
19465,other,27287,64209,845,863,1203,0.036290852,0.374582146,79,191,9,0,123.685
19476,other,81180,44177,26875,5831,839,0.084798495,0.422994081,53,200,0,0,128.365
19504,other,182048,12364,3927,3718,419,0.100264558,0.586152241,5,144,55,19,67.27135678
19509,other,18852,7254,6205,7319,59,0.120219974,0.57339488,3,130,65,15,72.48717949
19535,other,154103,3404,512,32816,80,0.166126722,0.552060679,0,189,11,3,52.28
19575,other,49527,7829,528,4,157,0.079573605,0.4036762,2,200,0,3,89.9
19594,other,19462,23692,7420,344,632,0.139168357,0.501902139,45,133,67,22,128.55
19626,normal,34973,20244,13963,7782,91,0.120300873,0.455469014,89,194,6,93,150.655
19652,normal,23179,5828,1049,108,271,0.086277333,0.442310722,278,184,16,2,168.58
19654,other,2400,421653,17478,66544,758,0.136947804,0.479819223,4,193,7,55,111.045
19662,other,109207,98955,1,174,2850,0.153935651,0.441204057,5,200,0,0,110.495
19713,other,92862,7247,473,140692,152,0.153602079,0.569637593,4,80,119,19,91.69346734
19776,other,183290,10614,2100,11910,165,0.234652797,0.557836592,2,153,47,17,76.645
19788,other,147553,3678,847,6786,292,0.10161039,0.553322614,6,126,74,29,74.835
19814,hateful,17675,840,750,19742,29,0.000830565,0.398421128,16,46,146,2,101.3489583
19846,other,21348,471,433,20588,28,0.088767689,0.519545242,6,73,126,19,90.38190955
19871,other,48733,387736,832,1958,613,0.16533504,0.56124539,23,157,43,28,66.48
19934,other,12079,12053,12820,9544,45,0.141559866,0.480059691,18,68,132,11,72.195
19947,other,66318,8233,3003,67179,81,0.07920906,0.472949395,198,9,191,1,95.825
19958,other,51369,37359,4889,59593,167,0.071244379,0.490411144,206,13,187,1,131.615
19973,other,5352,537,250,6037,4,0.070110571,0.500835841,17,82,112,15,97.33505155
19978,other,1647,531,653,925,28,0.081948603,0.480339226,33,86,114,4,113.765
19980,other,3987,5158,2011,2924,25,0.047649715,0.513874002,23,94,102,25,132.3520408
19988,normal,77744,85250,835,51,423,-0.036629039,0.439589508,192,189,11,0,133.83
20008,other,54317,2592,1800,2548,24,0.094049098,0.578809037,1,137,63,75,84.265
20013,other,74009,13857,14137,11047,283,0.101093005,0.525422731,50,96,104,8,98.595
20017,hateful,53871,442,368,76330,17,0.044505977,0.639388688,1,105,94,3,56.92462312
20066,other,126027,7326,1543,227546,192,0.105548501,0.5023218,9,148,52,41,137.68
20083,other,45665,22748,7280,30475,923,0.127939249,0.615329699,0,162,38,18,65.28
20086,other,403205,192448,37430,398786,893,0.037427813,0.480446259,217,111,89,97,228.9
