Id,Label,timeset,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub,pageranks
20980,,,other,80394,3322,399,70839,139,0,1,1,3,0.461538,0.527778,0,39,0,0.000296,0
20982,,,other,73983,33013,15734,96388,373,0,4,4,2,0.833333,0.9,0,39,0,0.000018,0
20983,,,normal,21693,232525,470,6886,4619,0,0,0,0,0,0,0,112,0,0,0.000139
20985,,,other,551,2361,499,1812,30,0,1,1,1,1,1,0,146,0,0.00002,0
20986,,,hateful,5017,299,254,14040,3,0,5,5,2,0.692308,0.777778,0,113,0,0.000558,0
20988,,,other,4345,164323,68,15127,258,0,3,3,2,0.8,0.875,0,68,0,0.00038,0
20989,,,other,10217,15084,3186,3251,323,0,2,2,18,0.107135,0.126176,0,123,0,0.00005,0
20991,,,other,2168,28736,43,4638,66,0,6,6,18,0.087722,0.107114,0,27,0,0.000071,0
20994,,,other,154859,9885,5982,15025,250,0,6,6,5,0.5,0.652222,0,111,0,0.000306,0
20995,,,other,35678,32446,997,18147,761,0,1,1,3,0.5,0.566667,0,146,0,0.00024,0
20998,,,other,29955,4476,260,568,345,0,1,1,1,1,1,0,111,0,0.000011,0
20999,,,other,83625,4819,652,368,28,0,3,3,22,0.075866,0.09025,0,100,0,0.000103,0
21000,,,other,78782,1131,347,47493,38,0,3,3,3,0.625,0.766667,0,137,0,0.000216,0
21001,,,other,15008,121778,420,1036,2375,0,1,1,1,1,1,0,68,0,0.000067,0
21008,,,other,645,237,40,131,9,0,1,1,1,1,1,0,145,0,0,0
21009,,,other,15229,50806,360,6119,1309,0,3,3,2,0.8,0.875,0,146,0,0.000323,0
21010,,,other,82166,177917,90792,136105,1844,0,2,2,1,1,1,0,20,0,0.000029,0
21011,,,other,239856,51186,48879,48779,497,0,6,6,13,0.165907,0.243076,0,113,0,0.014198,0
21013,,,other,55471,2130,1699,924,9,0,1,1,1,1,1,0,137,0,0.000095,0
21015,,,other,106723,19773,1710,22469,340,0,6,6,3,0.611111,0.742424,0,111,0,0.000135,0
21018,,,other,29343,360614,1834,3965,925,0,1,1,17,0.117927,0.137434,0,146,0,0.000043,0
21021,,,other,1722,4035,156,1587,114,0,1,1,1,1,1,0,68,0,0.000021,0
21025,,,other,20718,3880,1373,617,96,0,2,2,16,0.124186,0.141763,0,97,0,0.000209,0
21029,,,normal,406,186,323,376,0,0,0,0,0,0,0,0,123,0,0,0.000139
21033,,,other,29941,51194,4636,4112,1655,0,15,15,17,0.114707,0.151216,0,146,0,0.001328,0
21036,,,other,98507,20516,15466,31821,78,0,1,1,1,1,1,0,137,0,0.000172,0
21038,,,other,5141,97484,974,5382,133,0,1,1,1,1,1,0,137,0,0.000076,0
21040,,,other,7696,6399,2748,3595,126,0,1,1,1,1,1,0,123,0,0.000005,0
21044,,,other,40,134,134,15,2,0,1,1,1,1,1,0,27,0,0.000001,0
21046,,,normal,2019,28036,521,2510,154,0,1,1,1,1,1,0,68,0,0,0.000139
21047,,,other,6899,16718,5374,608,315,0,2,2,2,0.75,0.833333,0,111,0,0.00003,0
21049,,,other,225655,1362927,912,8,2263,0,4,4,3,0.666667,0.805556,0,113,0,0.000172,0
21050,,,normal,2733,592,417,1414,65,0,0,0,0,0,0,0,112,0,0,0.000139
21054,,,other,20560,3688,1071,897,111,0,2,2,1,1,1,0,68,0,0.0002,0
21055,,,other,324,508,230,575,0,0,1,1,1,1,1,0,97,0,0.000003,0
21061,,,other,25083,7696,3143,39220,90,0,1,1,5,0.322581,0.406667,0,39,0,0.000026,0
21065,,,other,130364,3938,2400,74860,48,0,2,2,3,0.545455,0.638889,0,97,0,0.000017,0
21068,,,normal,1983,18582,292,9370,271,0,0,0,0,0,0,0,68,0,0,0.000139
21069,,,other,10551,12345,967,4444,546,0,1,1,1,1,1,0,146,0,0.000007,0
21073,,,other,4426,16436,1642,1987,164,0,1,1,1,1,1,0,146,0,0.00002,0
21077,,,other,150003,24938,5615,303926,1105,0,4,4,3,0.636364,0.761905,0,39,0,0.00003,0
21080,,,other,96951,66008,1675,131671,1448,0,12,12,6,0.462264,0.570408,0,146,0,0.000685,0
21086,,,other,13998,11989,1010,4802,305,0,4,4,2,0.833333,0.9,0,146,0,0.000423,0
21087,,,other,18286,14358,1941,31664,337,0,2,2,2,0.75,0.833333,0,39,0,0.000058,0
21089,,,normal,48178,2647,767,40217,24,2,0,2,0,0,0,0,137,0,0,0.000396
21095,,,other,1366,2026,831,441,98,0,3,3,16,0.129825,0.154391,0,146,0,0.000071,0
21103,,,normal,13571,49102,441,663,993,0,1,1,2,0.666667,0.75,0,112,0,0,0.000139
21104,,,other,11566,3577,2201,5603,74,0,1,1,1,1,1,0,111,0,0.000002,0
21105,,,other,10872,897,1029,15581,40,0,2,2,1,1,1,0,100,0,0.000259,0
21107,,,other,463743,22414,110,91933,179,0,1,1,4,0.4,0.520833,0,27,0,0,0
21110,,,other,11490,7001,7376,9695,60,0,1,1,1,1,1,0,146,0,0.000061,0
21114,,,other,9332,5347,188,19831,21,0,1,1,6,0.34359,0.372886,0,137,0,0.000048,0
21115,,,other,31905,9213,1000,3098,1,0,5,5,3,0.6,0.740741,0,146,0,0.000258,0
21117,,,other,38783,17562,3232,8936,630,0,2,2,17,0.140072,0.176821,0,113,0,0.000514,0
21123,,,other,12641,18772,3611,243,547,0,3,3,4,0.48,0.576389,0,111,0,0.000017,0
21124,,,other,5823,14289,792,1675,276,0,1,1,2,0.666667,0.75,0,68,0,0.000003,0
21127,,,other,24800,3214,783,19560,50,0,3,3,4,0.407407,0.537879,0,39,0,0.000049,0
21129,,,other,118575,3417,1934,60887,90,0,2,2,2,0.75,0.833333,0,113,0,0.000229,0
21134,,,other,175391,9650917,378,879,18107,0,6,6,5,0.321839,0.450595,0,70,0,0.000297,0
21137,,,other,49908,20752,3527,27785,443,0,1,1,2,0.666667,0.75,0,146,0,0.000028,0
21142,,,normal,310,145,132,914,2,1,0,1,0,0,0,0,146,0.0034,0,0.00014
21145,,,other,8527,16653,11278,10130,15,0,1,1,1,1,1,0,113,0,0.002662,0
21146,,,other,44170,111835,404,9505,1188,0,5,5,15,0.13414,0.157986,0,27,0,0.000398,0
21147,,,other,10122,16685,2940,5807,691,0,1,1,18,0.103005,0.115038,0,53,0,0.000024,0
21148,,,other,22649,19299,1335,15008,210,0,2,2,1,1,1,0,146,0,0.000301,0
21149,,,other,8403,6604,878,90596,392,0,2,2,3,0.5,0.560606,0,137,0,0.000075,0
21150,,,normal,1044,283,193,838,21,0,0,0,0,0,0,0,137,0,0,0.000139
21152,,,other,13247,1237969,754,2375,546,0,1,1,1,1,1,0,27,0,0.000064,0
21153,,,other,71369,14856,8381,6868,151,0,7,7,2,0.888889,0.9375,0,137,0,0.000869,0
21154,,,other,5020,8402,163,7629,36,0,1,1,1,1,1,0,123,0,0.000009,0
21155,,,normal,4477,2246,1078,69,74,3,0,3,0,0,0,0,53,0.000031,0,0.000392
21163,,,other,8894,123486,857,6042,1360,0,1,1,1,1,1,0,146,0,0.000144,0
21164,,,normal,87542,250030,253,4240,2445,0,0,0,0,0,0,0,32,0,0,0.000139
21170,,,normal,12434,209029,2032,6925,449,0,0,0,0,0,0,0,146,0,0,0.000139
21176,,,other,149034,2378724,283,1366,50883,0,5,5,1,1,1,0,111,0,0.000111,0
21179,,,other,15659,31256,18051,745,165,0,5,5,1,1,1,0,137,0,0.000754,0
21195,,,other,5937,102357,707,32,1586,0,1,1,1,1,1,0,111,0,0.000004,0
21202,,,other,131424,281479,294,7638,1206,0,3,3,3,0.625,0.766667,0,146,0,0.00035,0
21203,,,other,9220,147414,71,1387,2034,0,2,2,1,1,1,0,111,0,0.000006,0
21205,,,other,19196,901920,699,49282,829,0,16,16,4,0.567164,0.682018,0,137,0,0.002886,0
21207,,,other,77829,25177,4825,235,509,0,3,3,20,0.107997,0.12821,0,113,0,0.00109,0
21212,,,other,48471,1376,796,4978,9,0,3,3,1,1,1,0,137,0,0.000376,0
21213,,,other,36963,6695,333,43266,92,0,3,3,1,1,1,0,146,0,0.000288,0
21215,,,other,30485,2494914,510,215,11296,0,1,1,1,1,1,0,113,0,0.000283,0
21219,,,other,1530,19078,335,137,212,0,2,2,2,0.625,0.7,0,111,0,0.000018,0
21230,,,other,22733,6126,1166,3242,13,0,2,2,2,0.666667,0.75,0,97,0,0.000015,0
21237,,,other,61246,3395,1403,45714,13,0,1,1,1,1,1,0,146,0,0.00012,0
21239,,,other,7872,28084,353,11534,61,0,1,1,3,0.5,0.611111,0,111,0,0,0
21241,,,other,25167,992,365,1306,47,0,2,2,1,1,1,0,137,0,0.000244,0
21242,,,other,37389,4349,3404,5297,39,0,1,1,1,1,1,0,137,0,0.000127,0
21244,,,other,185090,12516776,738,459,50571,0,81,81,15,0.197078,0.331682,0,146,0,0.030555,0
21248,,,other,29723,6108,4319,17427,68,0,1,1,4,0.4,0.520833,0,146,0,0.000151,0
21249,,,other,27160,4615,891,861,32,0,1,1,1,1,1,0,137,0,0.000067,0
21254,,,other,18502,4924,1783,1976,222,0,3,3,2,0.8,0.875,0,146,0,0.000082,0
21256,,,other,88302,11456,2882,54943,245,0,21,21,9,0.269022,0.361215,0,113,0,0.037074,0
21259,,,other,104129,7383,5936,2606,43,0,1,1,1,1,1,0,100,0,0.000001,0
21261,,,other,93286,22390,8967,60055,81,0,3,3,2,0.714286,0.8,0,113,0,0.006175,0
21263,,,normal,13239,1949,1342,15450,25,2,3,5,11,0.215328,0.25895,7848.198585,113,0.002453,0.010993,0.000353
21268,,,other,43539,114228,1011,623,243,0,2,2,1,1,1,0,137,0,0.000242,0
21274,,,other,61067,9171,4534,86825,269,0,3,3,3,0.526316,0.616667,0,39,0,0.000186,0
21281,,,other,12115,281846,209,69,619,0,5,5,2,0.777778,0.857143,0,137,0,0.001013,0
21286,,,other,18135,28009,410,1527,396,0,1,1,17,0.093762,0.103709,0,27,0,0.000007,0
21293,,,other,51309,1088,475,66130,0,0,1,1,1,1,1,0,97,0,0.000011,0
21296,,,other,45995,1776748,13,41168,4516,0,31,31,2,0.942857,0.969697,0,137,0,0.005705,0
21297,,,other,37702,11261,820,852,305,0,1,1,1,1,1,0,68,0,0.000009,0
21301,,,other,120160,7373,3335,11932,104,0,2,2,1,1,1,0,137,0,0.00033,0
21302,,,other,19564,5719,366,195,182,0,2,2,2,0.666667,0.75,0,112,0,0.000027,0
21303,,,normal,4763,258,355,8737,0,1,0,1,0,0,0,0,137,0,0,0.000211
21305,,,other,70146,23714,2118,16181,405,0,1,1,1,1,1,0,53,0,0.000034,0
21307,,,other,3577,242,262,435,0,0,1,1,1,1,1,0,112,0,0.000001,0
21311,,,other,19996,6812,886,1330,216,0,2,2,3,0.5,0.611111,0,146,0,0.000779,0
21312,,,other,40962,108252,5794,74312,711,0,13,13,4,0.517857,0.663793,0,137,0,0.002545,0
21317,,,other,858,349,39,871,2,0,1,1,2,0.666667,0.75,0,97,0,0,0
21319,,,other,45584,10273,814,130303,99,0,3,3,1,1,1,0,39,0,0.000012,0
21320,,,other,208116,3293,2186,36290,71,0,1,1,1,1,1,0,137,0,0.000094,0
21322,,,normal,3672,567,951,94,1,1,0,1,0,0,0,0,146,0.019636,0,0.000156
21327,,,other,4959,859,2412,803,31,0,2,2,1,1,1,0,146,0,0.000204,0
21339,,,other,7751,5572,1800,749,229,0,2,2,2,0.75,0.833333,0,146,0,0.000372,0
21340,,,other,179266,40569,8667,9045,190,0,1,1,1,1,1,0,137,0,0.000351,0
21341,,,other,26773,8840,6795,669,139,0,1,1,11,0.142063,0.161012,0,111,0,0.000006,0
21343,,,hateful,5325,579,852,8518,4,0,1,1,1,1,1,0,113,0,0.000948,0
21344,,,other,383,51099,17689,73,126,0,1,1,1,1,1,0,137,0,0.000069,0
21345,,,other,1221,14594,865,6503,120,0,1,1,3,0.5,0.611111,0,111,0,0,0
21346,,,hateful,3349,939,873,4117,6,0,3,3,14,0.145647,0.184409,0,113,0,0.003251,0
21347,,,normal,5083,2976,3616,5949,72,1,0,1,0,0,0,0,111,0,0,0.000256
21348,,,other,3389,1390,1233,3773,25,0,1,1,1,1,1,0,146,0,0.000049,0
21351,,,normal,9644,620,402,2967,9,0,1,1,1,1,1,0,111,0,0.002799,0.000139
21353,,,other,4916,2576227,517,3011,4117,0,1,1,2,0.666667,0.75,0,68,0,0.000028,0
21354,,,other,17042,111732,648,2692,4743,0,1,1,1,1,1,0,146,0,0.000032,0
21356,,,normal,3405,766,520,12823,1,0,0,0,0,0,0,0,137,0,0,0.000139
21363,,,other,79091,8773,2367,5336,226,0,1,1,4,0.4,0.486111,0,68,0,0,0
21366,,,other,28351,29539,528,6410,473,0,1,1,1,1,1,0,146,0,0.000026,0
21369,,,normal,180,205,392,124,6,0,0,0,0,0,0,0,111,0,0,0.000139
21371,,,other,70892,19359,3499,171590,235,0,2,2,1,1,1,0,97,0,0.000088,0
21373,,,other,1836,617,1239,1247,19,0,1,1,1,1,1,0,146,0,0.000007,0
21375,,,other,940,4069,272,386,105,0,2,2,2,0.75,0.833333,0,146,0,0.000057,0
21379,,,other,3052,4817,981,2000,87,0,1,1,2,0.666667,0.75,0,146,0,0.000019,0
21380,,,other,43935,5164,267,99085,135,0,5,5,2,0.727273,0.8125,0,137,0,0.000597,0
21382,,,other,60656,7727,675,13044,494,0,1,1,2,0.666667,0.75,0,146,0,0.000215,0
21385,,,other,7844,2451,753,9310,117,0,1,1,1,1,1,0,146,0,0.000069,0
21387,,,other,31911,5572,1611,75515,62,0,9,9,14,0.130435,0.164966,0,113,0,0.003942,0
21392,,,normal,95,15,47,43,0,0,0,0,0,0,0,0,53,0,0,0.000139
21398,,,other,1097,2200,101,687,46,0,1,1,1,1,1,0,111,0,0.000002,0
21399,,,other,64278,30179,18662,155,970,0,1,1,1,1,1,0,130,0,0,0
21401,,,other,10195,4665,1289,3268,196,0,1,1,2,0.666667,0.75,0,146,0,0.000215,0
21402,,,normal,175877,2684,908,2104,95,0,0,0,0,0,0,0,137,0,0,0.000139
21407,,,other,42430,14758,897,1806,396,0,1,1,2,0.666667,0.75,0,125,0,0.000017,0
21408,,,normal,46897,2839,1138,8575,6,0,0,0,0,0,0,0,137,0,0,0.000139
21409,,,other,62305,3206,2644,30812,188,0,1,1,1,1,1,0,146,0,0.00004,0
21411,,,other,16825,6846,2134,14330,186,0,1,1,4,0.434783,0.491667,0,111,0,0.000012,0
21413,,,other,5594,8023,367,4286,197,0,2,2,17,0.120485,0.146112,0,68,0,0.000092,0
21416,,,other,29278,170379,2055,23519,1984,0,5,5,2,0.857143,0.916667,0,113,0,0.001228,0
21420,,,other,9308,41713,304,599,399,0,2,2,2,0.666667,0.75,0,68,0,0.000141,0
21422,,,other,8889,205785,1072,5983,493,0,1,1,1,1,1,0,111,0,0.000006,0
21437,,,normal,200,44,153,587,1,17,0,17,0,0,0,0,113,0.220184,0,0.001306
21440,,,other,2722,26004,248,1129,126,0,7,7,19,0.104806,0.156315,0,113,0,0.007175,0
21442,,,other,20998,8341,1043,13866,186,0,1,1,1,1,1,0,137,0,0.000085,0
21443,,,other,3046,791,307,2772,6,0,1,1,2,0.666667,0.75,0,27,0,0.000005,0
21445,,,other,35649,1087,1687,47452,10,0,1,1,2,0.6,0.666667,0,137,0,0.000057,0
21446,,,other,27653,5906,3057,11211,76,0,1,1,1,1,1,0,137,0,0.00009,0
21447,,,other,17740,23359,4400,11413,668,0,1,1,1,1,1,0,146,0,0.00024,0
21449,,,other,16454,4793,1245,1765,180,0,2,2,20,0.107926,0.126701,0,113,0,0.00229,0
21450,,,other,293,15948,100,5,35,0,4,4,3,0.636364,0.761905,0,137,0,0.000511,0
21451,,,other,67260,934,405,154913,11,0,1,1,1,1,1,0,137,0,0.000173,0
21453,,,other,78,22,51,91,1,0,1,1,2,0.555556,0.6,0,146,0,0.00005,0
21455,,,other,5159,152885,410,6771,1150,0,1,1,1,1,1,0,39,0,0.000036,0
21456,,,other,58229,5398,329,45533,83,0,2,2,2,0.666667,0.75,0,27,0,0.000016,0
21458,,,other,2996,742,548,15,34,0,1,1,1,1,1,0,152,0,0.000001,0
21460,,,other,58207,3162,349,54429,52,0,1,1,5,0.434783,0.470556,0,137,0,0.000005,0
21471,,,other,5061,11012,44,112,136,0,1,1,1,1,1,0,146,0,0.000149,0
21473,,,other,1003,832,263,158,43,0,1,1,1,1,1,0,111,0,0.000027,0
21474,,,normal,1991,355,1446,781,1,1,0,1,0,0,0,0,146,0,0,0.000314
21475,,,other,515,29620,67,5,819,0,1,1,1,1,1,0,111,0,0.000022,0
21477,,,other,15435,2835,731,6622,135,0,4,4,2,0.833333,0.9,0,146,0,0.000727,0
21479,,,normal,18678,103814,526,6342,599,0,0,0,0,0,0,0,68,0,0,0.000139
21485,,,other,65724,14451,992,193724,514,0,2,2,3,0.5,0.595238,0,39,0,0.000023,0
21486,,,other,26397,980,675,108,358,0,2,2,4,0.421053,0.541667,0,130,0,0.000006,0
21489,,,other,45413,40801,1619,1587,1281,0,7,7,12,0.135155,0.182326,0,113,0,0.002961,0
21497,,,other,12131,449,283,2789,59,0,6,6,3,0.642857,0.796296,0,137,0,0.001113,0
21498,,,other,137899,2119,1513,6837,51,0,1,1,2,0.666667,0.75,0,137,0,0.000049,0
21499,,,normal,5118,16784,717,15097,413,3,3,6,16,0.132047,0.161956,668.616667,146,0.000084,0.00001,0.000214
21502,,,other,6619,3846,685,3554,121,0,1,1,1,1,1,0,32,0,0,0
21503,,,other,5140,97907,2102,6217,571,0,1,1,1,1,1,0,137,0,0.000097,0
21504,,,other,3837,81264,71085,25129,421,0,1,1,1,1,1,0,137,0,0.000238,0
21506,,,other,39336,109858,964,4935,698,0,1,1,1,1,1,0,146,0,0.000144,0
21509,,,other,2813,600,623,2803,36,0,1,1,1,1,1,0,97,0,0.000039,0
21512,,,other,97348,6393,3054,5064,1483,0,1,1,1,1,1,0,130,0,0.000002,0
21514,,,other,20488,2115,620,43495,70,0,1,1,1,1,1,0,146,0,0.00006,0
21515,,,other,62537,159518,69010,78175,382,0,1,1,1,1,1,0,137,0,0.000207,0
21517,,,other,136011,9426,2884,68508,314,0,1,1,1,1,1,0,146,0,0.000063,0
21522,,,other,25977,11067,1287,30807,225,0,5,5,17,0.111234,0.128387,0,53,0,0.00039,0
21524,,,other,39910,70753,1530,151,638,0,1,1,1,1,1,0,68,0,0.000043,0
21529,,,other,118397,11754,1013,87572,181,0,7,7,5,0.44186,0.534649,0,137,0,0.000788,0
21530,,,other,14980,6794,4028,621,194,0,1,1,1,1,1,0,125,0,0.00002,0
21535,,,other,7480,5332,368,37837,119,0,3,3,2,0.714286,0.8,0,39,0,0.00022,0
21537,,,normal,8,0,5,7,0,0,0,0,0,0,0,0,146,0,0,0.000139
21538,,,other,45323,77246,65623,40479,456,0,1,1,1,1,1,0,113,0,0.001313,0
21539,,,other,1127,844,200,572,6,0,9,9,2,0.68,0.764706,0,68,0,0,0
21540,,,other,189452,87912,67046,3294,185,0,1,1,1,1,1,0,137,0,0.000202,0
21541,,,normal,19140,2168,782,10146,7,0,1,1,1,1,1,0,39,0,0,0.000139
21542,,,other,9016,375,244,18034,0,0,2,2,1,1,1,0,97,0,0.000005,0
21552,,,other,12627,80287,28475,118,161,0,1,1,1,1,1,0,137,0,0.000139,0
21555,,,other,24661,18449,1141,8585,226,0,1,1,2,0.666667,0.75,0,111,0,0.000021,0
21558,,,other,10677,8894,3691,2145,165,0,1,1,1,1,1,0,111,0,0.000022,0
21560,,,other,4525,537,666,36,18,0,1,1,1,1,1,0,68,0,0.000011,0
21561,,,other,20174,7055,338,222,50,0,1,1,1,1,1,0,97,0,0.000187,0
21563,,,normal,41227,9446,4672,14987,320,0,0,0,0,0,0,0,111,0,0,0.000139
21569,,,other,71957,31904,423,2716,638,0,1,1,1,1,1,0,68,0,0.000017,0
21571,,,hateful,56093,3137,1006,49707,33,0,3,3,10,0.189,0.227706,0,113,0,0.000798,0
21574,,,other,4725,103,369,2576,4,0,1,1,3,0.5,0.611111,0,137,0,0.000092,0
21575,,,other,10025,11288,3359,836,569,0,2,2,2,0.6,0.666667,0,146,0,0.000071,0
21577,,,normal,6067,448,2499,12366,6,2,0,2,0,0,0,0,68,0.000034,0,0.000304
21579,,,other,22252,33363,3807,72,616,0,2,2,1,1,1,0,111,0,0.000259,0
21586,,,normal,1000,161,523,619,1,2,0,2,0,0,0,0,137,0.000001,0,0.000286
21588,,,normal,14399,1341,391,28962,24,0,0,0,0,0,0,0,97,0,0,0.000139
21597,,,other,37081,105982,87,9,1259,0,6,6,18,0.118648,0.145971,0,146,0,0.001307,0
21599,,,other,276246,4219,3378,60363,186,0,1,1,1,1,1,0,146,0,0.000075,0
21602,,,other,2726,45674,533,2900,357,0,4,4,2,0.833333,0.9,0,68,0,0.00041,0
21605,,,other,1983,14576,582,4997,149,0,6,6,12,0.192266,0.250266,0,113,0,0.009998,0
21607,,,other,211,573,514,4489,0,0,2,2,1,1,1,0,68,0,0.00008,0
21609,,,normal,235424,2052,755,12843,45,3,0,3,0,0,0,0,137,0.000013,0,0.00018
21612,,,other,28684,2675,242,31283,119,0,2,2,1,1,1,0,111,0,0.00005,0
21615,,,other,20416,2291965,2687,1612,24843,0,8,8,3,0.733333,0.848485,0,68,0,0.000492,0
21616,,,other,520,514,1611,1729,13,0,1,1,1,1,1,0,146,0,0.000124,0
21617,,,normal,10327,926,2489,26982,18,2,0,2,0,0,0,0,113,0.008247,0,0.000169
21618,,,other,9762,1299,427,37873,25,0,1,1,1,1,1,0,137,0,0.000132,0
21621,,,other,7733,9527,416,1977,41,0,1,1,1,1,1,0,97,0,0.00003,0
21622,,,other,5684,6976293,888,95,14702,0,3,3,1,1,1,0,146,0,0.00016,0
21623,,,other,2921,3872,1562,1765,52,0,1,1,1,1,1,0,68,0,0.000053,0
21624,,,other,52555,89899,501,93,2130,0,1,1,4,0.339286,0.385965,0,68,0,0.000011,0
21628,,,other,15804,16413,656,93969,300,0,16,16,9,0.2457,0.330669,0,137,0,0.002767,0
21630,,,other,52023,17255,2316,13733,520,0,1,1,1,1,1,0,146,0,0.000054,0
21643,,,other,29435,70505,3980,35591,1201,0,1,1,1,1,1,0,111,0,0.000005,0
21649,,,other,7,134275,19,39,613,0,10,10,6,0.376471,0.540625,0,146,0,0.003712,0
21654,,,other,12641,9938,2351,1378,466,0,7,7,18,0.106446,0.129557,0,146,0,0.000801,0
21659,,,normal,8335,39818,195,361,292,1,1,2,1,1,1,0,33,0,0,0.000923
21660,,,other,68320,35906,3293,7686,1735,0,6,6,3,0.6,0.722222,0,146,0,0.0002,0
21666,,,other,17223,3382,590,18878,48,0,1,1,1,1,1,0,137,0,0.000253,0
21667,,,other,34623,34602,5443,5739,764,0,2,2,14,0.146625,0.195729,0,113,0,0.004268,0
21670,,,other,16611,258100,49,28,2313,0,34,34,12,0.219911,0.342424,0,113,0,0.042198,0
21672,,,other,798,10482,8,778,28,0,1,1,1,1,1,0,53,0,0.000036,0
21673,,,normal,7306,302,204,2447,5,0,0,0,0,0,0,0,20,0,0,0.000139
21680,,,hateful,47005,556,496,24503,49,0,2,2,11,0.203429,0.233525,0,113,0,0.001496,0
21681,,,normal,18406,23151,1519,14259,565,0,0,0,0,0,0,0,111,0,0,0.000139
21683,,,other,110181,345093,2276,91857,547,0,2,2,3,0.571429,0.708333,0,146,0,0.000468,0
21686,,,other,5096,3141,161,2998,99,0,1,1,1,1,1,0,125,0,0.000006,0
21687,,,other,75976,20340,328,938,73,0,1,1,1,1,1,0,97,0,0.000002,0
21691,,,other,615,4895,121,2717,143,0,1,1,1,1,1,0,111,0,0.000008,0
21695,,,other,11132,69865,1177,237,1212,0,4,4,18,0.107204,0.128643,0,53,0,0.000194,0
21697,,,other,4388,1273,670,1712,65,0,1,1,1,1,1,0,53,0,0.000001,0
21708,,,other,38396,7174,3228,88475,240,0,9,9,3,0.722222,0.833333,0,146,0,0.001358,0
21709,,,other,3196,1825,2640,3442,3,0,1,1,1,1,1,0,100,0,0.000004,0
21721,,,other,15335,6127,4474,42749,105,0,1,1,1,1,1,0,39,0,0.000006,0
21722,,,other,17144,98052,479,78542,1615,0,6,6,2,0.8,0.875,0,146,0,0.000492,0
21726,,,other,14987,5178,4956,10920,117,0,1,1,1,1,1,0,97,0,0.000035,0
21730,,,other,3746,4331,491,730,38,0,1,1,1,1,1,0,53,0,0.000019,0
21732,,,other,52177,41870,704,26456,771,0,11,11,16,0.138904,0.179828,0,113,0,0.014193,0
21734,,,other,77159,107127,243,16538,776,0,5,5,2,0.857143,0.916667,0,27,0,0.000155,0
21737,,,other,5236,1702,393,2476,60,0,1,1,1,1,1,0,137,0,0.000027,0
21739,,,other,90307,30891,618,72695,1025,0,7,7,4,0.510204,0.603333,0,146,0,0.000932,0
21741,,,other,14137,917,162,25239,31,0,1,1,1,1,1,0,137,0,0.00002,0
21747,,,other,112023,5740,557,78473,209,0,1,1,3,0.5,0.611111,0,146,0,0.000207,0
21751,,,other,49983,17568,655,12998,291,0,12,12,2,0.928571,0.961538,0,137,0,0.002293,0
21752,,,other,6028,6007,765,24561,121,0,3,3,1,1,1,0,39,0,0.000366,0
21757,,,other,48070,171712,2865,31917,185,0,2,2,1,1,1,0,27,0,0.000002,0
21760,,,other,20066,574,594,23158,1,0,1,1,1,1,1,0,146,0,0.000009,0
21763,,,other,67940,514,532,12237,24,0,3,3,1,1,1,0,137,0,0.000442,0
21764,,,other,24589,4181,4925,18248,84,0,1,1,3,0.444444,0.541667,0,39,0,0.000002,0
21768,,,other,18502,213,3890,0,2,0,1,1,1,1,1,0,137,0,0.000005,0
21775,,,other,1732,29145,451,1022,644,0,5,5,17,0.122953,0.145989,0,146,0,0.000766,0
21778,,,other,1284,27610,111,10214,93,0,11,11,6,0.37931,0.498864,0,137,0,0.001319,0
21781,,,other,502849,36000,10406,28209,460,0,10,10,22,0.076475,0.100938,0,137,0,0.001333,0
21782,,,other,170771,2513,1590,39997,67,0,1,1,3,0.454545,0.533333,0,137,0,0.000038,0
21784,,,other,75036,1386,1088,3215,9,0,1,1,1,1,1,0,18,0,0,0
21796,,,other,79857,6243,6863,161279,110,0,1,1,1,1,1,0,113,0,0.000037,0
21797,,,other,87242,19166,514,118498,361,0,1,1,1,1,1,0,53,0,0.000079,0
21799,,,other,2014,17138,14121,1735,115,0,1,1,2,0.666667,0.75,0,111,0,0.00003,0
21800,,,other,32919,13108,12156,9634,60,0,2,2,1,1,1,0,137,0,0.000266,0
21803,,,other,15215,29689,32650,3586,387,0,1,1,1,1,1,0,111,0,0.000005,0
21804,,,other,53425,3574,1035,17057,82,0,1,1,9,0.190987,0.218122,0,113,0,0.001764,0
21808,,,other,2634,113506,65,1,1341,0,1,1,1,1,1,0,137,0,0.000028,0
21810,,,other,850,61614,1,133,543,0,2,2,1,1,1,0,137,0,0.00014,0
21813,,,normal,22410,606,474,5222,6,2,0,2,0,0,0,0,123,0.001011,0,0.000207
21814,,,other,2339,23551,335,1472,92,0,2,2,1,1,1,0,113,0,0.00256,0
21815,,,other,6631,1808,109,25935,19,0,2,2,11,0.17847,0.20771,0,113,0,0.000037,0
21818,,,other,7386,1088,558,8308,31,0,6,6,4,0.439024,0.569444,0,137,0,0.001191,0
21828,,,other,121931,34947,6916,216587,311,0,1,1,1,1,1,0,113,0,0.002572,0
21830,,,other,27290,109216,1994,2265,3547,0,6,6,19,0.104253,0.135059,0,146,0,0.000669,0
21833,,,other,7891,16017,15923,481,39,0,1,1,1,1,1,0,137,0,0.000192,0
21834,,,other,3246,6401,821,1103,178,0,1,1,1,1,1,0,111,0,0.000002,0
