Id,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,sentiment,subjectivity,number hashtags,tweet number,retweet number,quote number,status length,number urls,baddies
16740,other,25623,288983,3245,17370,1099,0.155869785,0.518908757,52,175,25,76,105.135,183,7
16743,other,25914,1037,252,40885,21,0.209411991,0.584024164,3,167,33,15,94.995,77,18
16745,other,32683,29033,15725,1449,842,0.06547907,0.413667856,9,172,28,1,130.91,204,21
16749,other,38944,9350,63,29968,18,0.5,0.675,20,45,155,0,98.92,25,4
16755,other,37930,46203,2935,31939,5109,0.155486437,0.468063922,573,81,119,15,159.74,176,28
16757,other,26619,45126,4695,9,784,0.134804531,0.557305312,231,200,0,0,104.245,0,10
16761,other,117588,10207,1629,1847,1605,0.225517156,0.499342072,461,80,120,0,129.775,290,5
16769,normal,2624,899,1696,1066,34,0.042915944,0.46906613,35,111,88,36,130.9246231,191,22
16773,other,32406,1042041,873,43724,7433,0.277796837,0.54554708,95,112,88,30,87.09,196,8
16774,other,184,276712,254,488,254,0.130051662,0.512462866,13,122,62,7,65.88586957,131,64
16781,other,5222,6620,2585,1761,80,0.202213124,0.528441056,147,198,2,2,113.005,202,10
16782,other,119075,5504,1419,9749,96,0.015367024,0.548156761,28,181,19,11,88.435,71,49
16783,other,365,1614,190,177,24,0.094207608,0.412595918,153,37,163,11,136.67,218,20
16785,hateful,13728,1084,40,163,39,0.016234223,0.434616073,40,134,66,91,160.35,283,33
16787,other,2747,69954,407,1366,1340,0.154066681,0.441669005,108,97,103,3,127.165,248,17
16788,normal,64728,2830,452,12684,51,0.099270315,0.536899351,12,179,21,7,99.27,51,34
16791,other,943,564,331,3329,0,0.197340175,0.554692231,21,17,176,0,67.7253886,69,3
16792,other,609,4216,237,29,136,0.114213796,0.463451484,5,173,27,23,135.9,215,21
16793,other,49470,7298,644,2124,215,0.074797247,0.488413334,110,165,35,18,100.46,96,17
16795,other,16987,56204,410,32046,287,0.078968274,0.489759697,14,170,30,35,207.535,137,37
16796,other,236,10627,7761,18,203,0.105247188,0.554473262,3,197,3,40,89.36,230,42
16798,other,501,1232674,771,15466,3101,0.257649691,0.53526057,86,147,53,18,78.3,150,2
16799,other,3922,4888,1495,1079,107,0.215738153,0.494421533,255,62,138,22,148.44,204,37
16801,other,13807,3966,998,12187,43,0.197841866,0.505796995,11,136,64,10,85.37,78,18
16802,other,12611,86146,1934,1089,1079,0.108600139,0.455047862,92,90,110,17,108.415,181,24
16803,other,22412,19023,4695,34898,446,0.009951073,0.546258681,0,7,190,2,74.1319797,177,44
16806,other,20511,10076,649,7243,130,0.205449827,0.5345138,90,150,50,43,131.045,196,12
16810,other,65759,7385,355,143804,160,0.141539152,0.625874839,0,185,15,2,55.38,46,25
16813,other,17140,11927,6572,4020,353,0.090375981,0.446028807,122,189,11,54,114.795,167,6
16819,other,990,4412,1363,181,13,0.086228516,0.511704177,145,156,44,24,110.225,147,16
16821,other,11887,13478,3329,8222,230,0.076859028,0.486968701,5,183,17,1,92.21,62,24
16822,other,5035,1114,1731,6413,0,0.05733882,0.467686667,158,57,143,10,133.055,157,24
16826,other,46265,33407,854,9203,522,0.055597249,0.487807467,36,153,47,38,130.645,194,34
16827,other,43607,2733,377,91659,26,0.156188873,0.565959997,3,140,60,8,61.265,75,52
16829,other,11908,3700,2345,4446,165,0.086060086,0.437869709,74,57,143,12,129.475,197,14
16830,other,70357,71504,898,70948,285,0.046588259,0.502382153,177,53,147,9,116.56,168,12
16831,other,2316,865290,116,5778,237,0.360230753,0.553534335,40,143,57,42,85.935,142,21
16832,other,12996,766550,1681,4753,3152,0.222305673,0.589092807,10,193,7,0,71.715,113,33
16835,other,115619,1989067,34,48,2043,0.150801714,0.460196392,283,189,11,0,136.075,190,13
16836,other,36267,17705,3211,128531,642,0.074696155,0.569471608,1,80,120,0,94.695,3,91
16839,other,51468,41199,3070,7006,1687,0.134357292,0.452400549,19,104,96,32,131.98,197,19
16841,other,3031,5055,1064,810,141,0.02246848,0.309191613,656,174,26,2,152.275,343,15
16847,other,3551,157,482,3371,3,0.19223359,0.490484648,119,151,47,56,114.5252525,171,29
16849,other,26021,421714,2920,15327,1359,0.127184779,0.56267697,7,145,55,39,77.505,115,36
16850,other,68090,1913426,172,4626,9962,0.203185537,0.482930813,121,158,42,9,91.445,178,5
16851,other,24473,544256,882,365,2786,0.153391227,0.64173795,138,49,149,0,110.7828283,66,11
16852,other,72190,4233,1772,4661,19,0.044433143,0.600059086,5,140,60,74,71.545,115,54
16856,other,37326,282376,347,41,4862,0.165770891,0.455045294,25,148,52,1,136.73,281,6
16859,other,36091,26848,6871,23252,157,0.072196637,0.537124931,163,125,75,43,125.115,163,25
16863,other,52771,43855,35066,13992,103,0.006347506,0.586577664,0,4,196,0,41.35,174,17
16878,other,8572,51532,347,2606,622,0.000488129,0.514752387,25,197,3,1,124.325,197,19
16881,other,25379,9851,1706,2928,49,0.129205704,0.434812104,10,170,30,13,97.08,117,34
16883,other,34307,3071,997,1837,60,0.119134594,0.501745227,21,158,42,13,88.04,159,19
16889,normal,610,345,155,171,6,0.207626672,0.427083278,591,135,65,11,139.245,167,19
16891,other,192804,13396,499,41353,250,0.170451753,0.571867993,5,116,84,48,78.315,147,19
16892,other,9002,972,610,16584,25,0.068270777,0.503826827,10,133,67,29,120.77,126,29
16894,other,12905,104925,1628,6696,1416,0.102095633,0.471525536,34,95,105,21,132.495,159,19
16899,other,2105,2097,529,2460,69,0.118151047,0.487825772,24,189,11,17,142.56,154,17
16903,other,22112,7792,3253,28110,196,0.079310696,0.466190572,12,86,114,17,110.415,176,22
16907,other,154237,57901,2390,62905,1839,0.116514922,0.47325604,13,200,0,7,107.39,57,23
16908,other,90,221,5,25,0,0.149607999,0.49213732,0,90,0,0,73.82222222,51,4
16909,other,2263,107807,311,56,1999,0.09327808,0.438377112,185,173,27,59,190.23,262,55
16910,other,1407,21896,278,530,205,0.067933145,0.440554471,62,189,11,7,102.805,52,19
16911,other,26,149,1,6,1,0.498412698,0.768489124,0,24,2,0,32.65384615,2,0
16913,other,3297,558,1021,3497,2,0.26071612,0.54578137,61,163,36,0,94.37688442,51,7
16915,other,15575,4477,1233,4373,25,0.139489365,0.471630158,24,154,46,8,117.79,128,14
16920,other,13246,11399,4377,5079,449,0.124767801,0.467658533,21,111,89,19,114.505,195,14
16921,normal,128942,1663,2235,32956,60,0.060658361,0.530506024,7,13,186,9,92.93969849,151,47
16922,other,1513,2316,332,3353,71,0.166948737,0.4240337,338,106,94,57,183.505,255,21
16923,other,10358,1961,555,482,49,0.116136364,0.452289492,231,48,151,2,122.7286432,171,14
16927,other,350257,4496,582,1060,186,-0.053214322,0.526983553,8,151,48,21,65.52763819,63,49
16929,other,34541,19768,1262,1544,703,0.072263695,0.464915669,6,181,19,53,130.98,198,18
16932,other,3861,1988,1499,1963,96,0.076843668,0.450409769,54,57,143,17,139.54,211,18
16934,other,1218,16394,10986,5565,135,0.121321119,0.576417528,5,148,49,9,86.59898477,151,31
16937,normal,13290,360,176,12948,3,0.143998036,0.525536288,27,81,117,6,69.45454545,93,20
16938,other,68466,269602,726,18213,1963,0.149105228,0.506640693,23,176,24,44,112.145,186,18
16947,other,2114,705,271,3,36,0.098835752,0.454355754,9,174,26,17,128.57,78,37
16948,normal,1462,2052,1054,1032,19,0.111268239,0.465305583,170,98,102,28,136.78,174,30
16949,other,6997,364052,6323,20,2761,0.105745717,0.436818896,120,81,119,0,138.745,297,7
16954,normal,28236,24210,2346,75740,504,0.169975888,0.564089221,9,181,19,10,75.085,75,24
16956,other,132337,88148,57677,9130,740,0.293301571,0.529375821,301,80,120,2,110.77,207,9
16959,other,20503,706,166,98288,59,0.072963293,0.537666818,3,164,36,15,67.71,105,25
16961,other,35345,40921,250,6509,515,0.023756441,0.467896169,32,116,82,74,145.979798,235,67
16963,other,3137,3725,1040,1055,95,0.11283201,0.438012086,220,185,15,0,124.765,279,20
16966,normal,37787,1211,1124,27017,24,0.059542338,0.444696255,36,124,76,59,127.64,165,23
16967,normal,7662,385,273,3339,2,0.29940762,0.605815836,20,92,103,34,77.7025641,137,22
16968,other,199699,10563,6898,31290,293,0.048554892,0.443628843,96,86,114,31,144.955,200,24
16977,other,23097,1697,4339,33217,35,0.02895705,0.477310121,41,106,94,34,111.095,173,22
16985,other,244152,885,902,710,71,0.123710196,0.565763575,7,191,9,75,70.09,128,56
16986,other,9631,250567,2141,270,1666,0.257590077,0.464578858,149,95,105,10,145.94,248,11
16989,other,91355,2222,702,154,107,0.024016289,0.440286572,7,155,45,6,132.08,53,29
16990,other,3169,1635,1624,1040,91,0.233648032,0.488289151,111,94,106,10,112.505,193,7
16994,other,2967,182092,5764,272,880,0.143770932,0.425554968,230,146,54,10,134.705,194,7
16999,other,35802,60159,2778,48,1290,0.090742334,0.374343894,9,170,30,2,114.875,214,15
17001,other,3063,25366,78,836,457,0.136495846,0.488286189,8,184,16,57,166.795,156,33
17005,other,2131,243,304,478,6,0.120589741,0.493385295,63,102,98,26,136.32,146,40
17018,other,5435,4718,1313,1128,149,0.211774933,0.465118995,172,157,43,12,132.485,263,7
17021,normal,19506,1861,1267,4687,106,0.119562221,0.479922728,72,138,62,12,123.48,94,26
17024,other,23045,9122,455,6770,163,0.071015611,0.522944431,19,153,47,11,116.185,133,41
17025,other,79273,4192,3930,37152,82,0.004736121,0.506818996,46,84,115,14,133.9447236,120,30
17026,other,1080,245,99,21571,22,0.073769797,0.53576221,14,67,127,19,92.2628866,135,50
17029,other,2589,4254,112,852,42,0.074322672,0.442430266,37,167,33,113,200.39,253,29
17031,other,9845,2593,2153,9657,160,0.063519514,0.465820286,60,135,65,45,158.295,191,15
17032,other,69,68,401,5,0,0.145629954,0.556501349,6,55,11,19,85.24242424,47,13
17038,other,21045,67723,5063,1706,2120,0.03986732,0.447487533,11,200,0,1,121.015,247,23
17040,other,160021,4725,975,2366,223,0.165251633,0.493958771,12,176,24,32,76.465,119,10
17043,normal,7064,532,1122,3063,10,0.04239871,0.521226411,21,163,32,0,88.35384615,29,59
17046,other,8425,122,151,15504,6,0.094241272,0.555510366,19,106,91,0,65.45685279,109,26
17054,other,2797,3970,803,75,102,0.021945869,0.416093037,231,167,33,0,124.795,219,15
17055,other,3310,4556,1121,503,202,0.036467206,0.457801643,11,141,59,1,114.73,192,26
17058,other,3236,10864,534,26671,206,0.191333986,0.584155515,0,156,44,5,75.45,35,18
17061,other,6937,172,153,1594,9,0.021618115,0.522921201,59,130,70,5,68.98,47,17
17066,other,89541,14858,2322,42252,312,0.094721642,0.512914433,8,178,22,18,94.89,68,32
17067,other,28113,38419,3466,31077,813,0.054684343,0.480424857,46,125,75,52,160.53,234,24
17068,other,7547,1452,311,3591,15,0.199046269,0.511138949,42,167,32,12,85.47738693,71,13
17070,other,11796,7152,655,23724,28,0.10201076,0.554140791,4,160,40,27,101.8,63,33
17072,other,94124,14329,8498,146421,185,0.264332405,0.56209202,118,70,130,0,65.565,19,9
17074,other,5517,997,686,5096,40,0.218525665,0.514558304,27,143,57,17,73.69,101,8
17076,other,100142,102357,284,653,2738,0.060389307,0.454972132,1,198,2,1,104.095,386,11
17078,other,18860,431980,1459,2801,6695,0.084618523,0.460130853,30,195,5,0,120.55,224,14
17081,other,11701,34681,1436,6477,428,0.218015535,0.468614399,158,143,57,2,146.2,245,40
17084,other,1815,1838,200,1504,31,0.050989303,0.46933582,93,139,60,43,137.6884422,184,35
17085,other,13405,2624,16,759,6,0.083213445,0.601892679,1,200,0,0,50.385,200,16
17091,other,25789,127172,1641,11137,277,0.251167201,0.558582659,149,195,5,1,109.83,51,3
17094,other,10364,40185,1806,3201,462,0.131968506,0.492805082,47,135,65,15,144.235,160,22
17098,other,9526,4093,799,630,141,0.103831361,0.457066548,45,99,101,22,137.905,178,24
17099,other,61016,173431,426,124,2070,-0.03023121,0.516766903,44,167,33,71,124.835,200,15
17106,other,14899,65155,201,22358,331,0.025625794,0.59754656,0,182,18,9,68.405,49,42
17107,other,14050,12301,8,230,11,0.030038197,0.271680672,190,199,1,0,112.755,117,7
17108,hateful,69477,4814,4407,68509,26,0.028805054,0.461288827,66,28,152,7,116.7944444,139,30
17109,other,16361,1307,535,14038,3,0.226722603,0.519291713,32,142,58,34,67.265,107,9
17110,normal,879,564,716,429,17,0.305031945,0.514855598,261,62,138,21,152.445,231,11
17112,other,27686,46684,4138,4299,241,0.140507372,0.451639375,3,178,22,2,111.195,355,15
17115,other,31817,105071,294,54922,905,0.164785606,0.523803076,7,188,12,15,77.605,81,14
17116,normal,14,4305,4,0,9,0.285,0.49,0,14,0,0,58.64285714,14,0
17122,other,28004,4123,2492,8757,268,0.341973368,0.603542237,530,125,75,0,145.255,388,19
17124,other,3728,11742,1192,3449,154,0.068246201,0.558565929,8,144,56,60,83.44,168,24
17127,other,115941,4146,933,119260,211,0.097587521,0.52500574,9,135,64,6,102.2211055,51,81
17129,other,13452,339285,2924,8787,4246,0.059446129,0.458600696,14,116,84,49,142.38,184,28
17134,other,1075,3025,88,303,17,0.020819559,0.420328283,236,70,130,25,154.23,267,3
17135,other,1793,103,143,1673,3,0.021442519,0.518754815,40,153,44,23,96.2893401,135,32
17138,other,16428,791,638,34112,6,0.062832507,0.563213575,19,78,121,20,73.23115578,98,57
17146,other,3600,22687,957,903,222,0.031978441,0.43522095,45,30,170,2,131.295,188,10
17147,other,11639,1372739,203,111,11614,0.144984214,0.430145247,100,178,22,6,152.215,313,22
17149,other,39794,17063,60,1643,251,0.186375372,0.469992307,40,170,30,30,128.34,193,14
17150,normal,2418,494,238,396,11,0.245964241,0.527907828,487,158,42,2,122.1,243,10
17154,other,22051,6681,584,528,455,0.093996748,0.443138205,71,200,0,10,126.935,344,7
17157,normal,326,7,92,484,0,0.081234734,0.566047508,9,175,21,3,80.35204082,48,34
17161,other,34251,980004,9320,28338,5406,0.25883124,0.565642254,31,161,39,6,68.49,73,38
17166,other,11478,16129,7119,3224,385,0.057911481,0.416358041,64,109,91,16,122.015,166,23
17170,other,32802,290040,1460,1350,9844,0.180588955,0.46978609,94,124,76,27,130.16,187,8
17173,other,8326,1737,853,13529,8,0.088166145,0.594526125,29,30,170,8,74.38,180,35
17175,other,18803,1734,181,1371,2,0.009219426,0.604457021,2,108,88,31,53.10204082,108,67
17178,other,18624,29441,18678,100891,269,0.133753338,0.546731945,102,147,53,11,116.54,89,24
17184,other,14707,3914,2299,2268,95,0.147641108,0.480689854,89,82,113,30,148.5641026,155,27
17185,other,30599,1528,1339,90,6,0.081426166,0.480181056,19,153,46,19,100.9095477,60,18
17186,other,6100,1658,2041,4679,16,0.102227355,0.462096347,80,59,141,9,124.21,157,23
17189,hateful,493,3506,0,24,39,-0.020736092,0.419837445,10,197,3,4,134.915,93,39
17192,other,49916,37728,511,10254,502,0.129354591,0.507196537,129,79,121,5,140.115,181,15
17193,other,5598,11868,129,848,326,0.024759529,0.360006995,140,190,10,5,134.3,134,17
17195,normal,2342,59,259,1738,0,-0.009856205,0.529372088,4,192,8,2,107.28,10,78
17198,other,6332,567,246,6877,61,0.101468624,0.524378854,5,35,164,1,67.67839196,59,33
17200,other,22279,10382,1112,45666,199,0.199218405,0.553097378,7,162,38,9,81.3,116,18
17204,other,21559,3622,2525,7311,240,0.076934715,0.470443012,15,138,62,41,125.1,131,24
17208,other,7614,11259,771,5158,140,0.247816108,0.509320901,226,17,183,0,143.57,144,13
17209,normal,168755,2519,5001,6152,150,0.071847634,0.450472868,61,99,101,22,115.99,186,20
17212,other,37349,3127,54,25669,51,0.087487906,0.472272232,64,25,175,2,113.66,113,13
17213,other,39839,127324,1005,13549,259,0.137924572,0.505837436,54,114,86,34,131.1,141,10
17214,other,46076,179369,1,6,4184,0.264800345,0.579766898,10,200,0,0,132.7,341,12
17216,other,47188,162434,450,2352,2343,0.067315386,0.445391084,109,177,23,3,102.48,227,1
17217,other,15501,1179,290,3843,13,0.063522803,0.541118936,29,96,104,1,60.31,88,21
17218,other,6807,1919,1360,307,41,0.120022748,0.513028426,195,124,76,14,129.285,152,26
17221,other,199983,193827,2972,77782,2730,0.094321625,0.464546183,24,136,63,52,124.8643216,162,24
17227,other,4672,8548,894,7205,74,0.240341049,0.591722285,71,59,141,13,121.045,119,22
17231,other,147638,13656,13574,122322,284,0.142851244,0.49918776,86,41,159,0,128.925,136,34
17232,other,60898,9726,6655,153036,313,0.065592359,0.524279989,2,10,190,0,81.795,23,49
17234,other,6537,41879,2633,64336,342,0.122513514,0.587650495,8,179,20,10,87.17085427,37,26
17239,other,1710,597,167,1496,0,0.254368251,0.523087401,339,31,169,16,128.05,149,4
17240,other,34665,486326,810,29715,2842,0.3035731,0.640122655,23,196,4,1,93.72,75,9
17243,normal,14022,29240,530,840,516,0.137524633,0.473922556,32,170,30,43,129.245,126,22
17248,other,13604,425861,333,3030,351,0.129260134,0.478389414,2,196,4,2,35.42,8,2
17249,other,8004,40759,507,383,69,0.107752907,0.418059333,40,107,93,52,129.34,163,8
17252,other,6464,106710,636,15715,895,0.141448165,0.512948765,38,105,95,15,118.25,163,37
17260,normal,465,1136,126,91,68,0.259707329,0.557323041,137,113,87,8,126.75,186,16
17262,other,1644,29929,248,2044,545,0.176471861,0.496725795,4,199,1,6,38.92,202,2
17264,other,370,1235,283,971,24,0.276371753,0.563496556,28,106,93,29,130.9447236,232,7
17265,other,111165,17840,5085,334,368,0.092045025,0.546831202,4,103,69,15,65.88953488,80,30
17272,other,417084,1761604,357,92,3455,0.086898965,0.38466846,54,192,8,0,124.01,338,18
17273,other,6173,28550,450,626,312,0.049189184,0.489212272,28,157,43,105,151.23,220,23
17277,other,113936,15554,13658,8059,324,0.042883363,0.476821951,33,79,120,20,116.6130653,167,25
17278,other,42631,2056,1475,13659,68,0.065899577,0.502843927,7,158,42,20,107.495,73,20
17279,other,22060,1242,345,11,12,0.248496158,0.523475687,7,102,97,2,55.29648241,126,30
17280,other,8571,18765,1029,2916,117,0.142772024,0.598880705,14,200,0,72,86.82,135,21
17282,other,77372,5961,1362,2989,60,0.091051008,0.471330928,14,78,122,13,84.27,93,11
17283,other,12959,2169896,46969,2503,10749,0.211461923,0.50001318,204,106,94,3,127.5,264,7
17287,other,69,55193,0,14,43,0.217889895,0.559142174,2,69,0,0,69.27536232,69,5
17292,other,8617,145936,1099,15981,1249,0.116292982,0.515567209,19,149,51,127,175.545,276,12
17293,other,10061,1107,888,13748,9,0.1784571,0.571697633,5,118,80,60,79.51010101,150,26
17294,other,51946,1596,1245,3703,8,0.079072893,0.497034374,10,60,136,16,69.14285714,145,37
17295,other,7021,4571,19,128,53,0.255103591,0.514393646,48,156,44,11,74.255,215,8
17301,other,46888,909749,3355,8696,11391,0.111798663,0.47749255,5,164,36,0,125.945,224,15
17306,other,63495,16944,711,19335,426,0.08814195,0.451265378,85,187,13,3,113.47,97,16
17307,other,10870,4204,4033,12002,51,0.070775914,0.528925777,50,11,189,2,116.85,85,70
17309,other,9303,4340,2190,1616,157,0.119066414,0.557767262,50,166,34,16,96.075,143,24
17311,hateful,4618,292,188,6614,0,0.097842246,0.518587338,7,176,24,2,53.325,26,15
17313,other,5766,21290,298,11853,471,0.180819261,0.531462875,0,191,9,2,82.365,39,22
17314,other,10052,50119,998,14963,610,0.086647653,0.531196432,9,153,47,3,96.92,113,26
17316,other,5565,739022,272,111,2725,0.214906804,0.558714008,149,119,81,0,114.53,270,4
17318,other,35142,61485,49399,14484,299,0.083542919,0.574903836,3,193,6,0,65.24623116,4,56
17320,normal,21626,307,262,19231,4,0.168744614,0.550003442,12,34,166,15,85.645,96,31
17321,other,50040,11050,1890,22619,261,0.034476101,0.533938425,6,144,56,51,83.65,163,15
17326,normal,746,67,537,13999,0,0.10858173,0.537998062,46,97,103,4,117.51,69,41
17327,other,49564,1194410,2505,6959,6449,0.086120437,0.504672537,285,165,35,10,103.38,252,9
17328,other,25896,14814,585,35475,136,0.020009417,0.449179025,146,66,134,3,143.92,160,18
17332,other,105370,27050,22886,129199,22,0.083080424,0.525117182,213,15,185,10,133.69,199,28
17338,normal,44679,1973,188,50754,50,0.155176668,0.540702638,32,40,160,16,83.01,177,32
17339,other,2169,227,1624,246,7,0.146818033,0.490416007,54,107,92,2,88.8241206,135,14
17340,other,11287,12790,555,7894,127,0.104076145,0.547631473,34,166,34,26,106.785,91,18
17342,other,13094,11877,130,1231,55,0.223515565,0.508901687,235,58,142,0,140.3,203,15
17344,other,5805,3514,384,762,92,0.100724668,0.433856349,99,159,41,33,121.525,116,16
17349,other,9642,32364,192,369,620,0.166524764,0.514202447,346,153,47,36,155.59,264,9
17351,normal,15052,16596,1554,109413,6,0.042224922,0.519619755,8,82,118,12,62.58,118,24
17354,other,4815,57703,639,6610,225,0.131198419,0.505220163,26,103,97,25,106.43,197,25
17355,other,63760,16696,16480,55819,52,0.067605357,0.533580441,61,180,20,164,159.815,289,34
17357,other,121801,3807,2284,41634,17,0.015766605,0.614221336,5,74,125,9,55.81909548,86,63
17360,other,2378,430,100,613,52,0.148480064,0.560518439,8,180,19,3,69.81909548,16,21
17363,other,3524,10319,822,778,12,0.070635344,0.498450057,25,139,61,19,144.08,66,33
17366,other,17652,7137,496,2269,122,0.049399819,0.479439648,25,53,147,15,138.385,176,29
17371,other,25218,35791,1169,57,408,0.129863108,0.47022928,23,163,37,90,161.21,190,23
17372,other,14151,4243,723,18464,108,0.069333271,0.546204489,15,68,132,25,133.68,158,30
17374,other,35061,11195,1527,3038,517,0.121375338,0.495169184,88,103,97,18,121.505,194,9
17375,other,249178,97432,88436,285444,801,0.054597818,0.546362087,0,0,200,0,80.415,2,55
17380,normal,19598,247,169,26475,1,0.039078104,0.510975123,1,58,140,2,73.07575758,111,23
17381,normal,909,283,585,190,12,0.027343265,0.356861838,123,86,114,8,100.915,193,6
17382,other,93797,5248,2318,15384,26,0.10855326,0.563272665,2,60,140,0,66.545,101,43
17386,normal,9612,9625,1793,96,20,0.070218907,0.437567309,196,95,105,0,111.265,86,2
17391,normal,57063,19283,1315,802,810,0.071228252,0.435881425,20,157,43,8,122.675,155,17
17395,other,787,362458,111,2579,1488,0.169937036,0.560348617,47,169,31,8,108.72,126,0
17398,other,31147,34128,1710,8631,1048,0.112964046,0.503064736,54,139,61,30,137.19,208,44
17402,normal,1456,106,63,147,5,0.046532093,0.496801674,11,132,68,0,99.02,124,19
17409,normal,33684,760,1028,29651,16,0.035132895,0.527161446,19,130,70,55,91.16,124,40
17412,other,28989,2555007,400,4675,9871,0.119419664,0.465511393,16,198,2,2,146.955,392,10
17416,other,23500,2249,296,25531,35,0.192229817,0.529794915,3,180,20,23,60.71,106,29
17417,other,35370,2127,370,14345,32,0.139631396,0.582040908,2,179,21,1,62.405,47,11
17418,normal,975,11646,289,1819,399,0.233747026,0.527330764,21,152,48,16,125.875,194,19
17420,other,31171,86778,442,1322,663,0.045742029,0.4747808,194,100,100,1,131.11,187,17
17421,other,657,593,243,88,13,0.117965686,0.453831993,247,120,80,4,130.37,94,7
17424,other,6926,750,40,178,1,0.172443897,0.524148878,104,12,188,0,124.015,73,2
17425,other,67986,4174,3673,2867,178,0.258721439,0.559758417,217,30,170,1,94.35,250,10
17426,other,18475,47651,987,5057,177,0.030411921,0.438319534,157,100,100,64,165.365,215,30
17428,other,45907,547,319,131112,38,0.128757242,0.547872008,9,107,93,1,70.07,86,39
17434,other,86527,20848,1768,26482,176,0.147744204,0.462635674,24,113,87,39,96.505,130,28
17437,other,1622,232,408,548,2,0.063696478,0.499839007,33,98,102,59,158.72,191,25
17438,other,1797,807946,851,616,2192,0.149941758,0.537963342,19,127,73,12,90.075,156,32
17450,other,9988,3245,120,24635,49,0.09002199,0.487947506,0,140,60,30,122.11,75,29
17452,other,3594,345,96,91,12,0.141071151,0.509336859,169,47,152,9,130.2361809,210,9
17453,normal,6700,6898,26,453,57,0.124843653,0.444443379,440,149,51,5,145.43,211,15
17454,other,791,8254,4934,11,249,0.107593745,0.465739364,182,107,93,7,142.9,218,22
17458,normal,38663,9512,1605,28833,100,0.174295794,0.532453278,74,156,44,3,92.425,46,18
17461,other,66992,3497,177,34594,25,0.155630044,0.57172619,15,145,54,19,71.44221106,67,20
17462,other,46745,3877,986,53033,30,0.20735584,0.468631248,140,115,82,7,126.7005076,144,13
17464,other,30575,89231,1994,5029,1207,0.085529764,0.468437725,11,24,176,5,123.1,189,32
17467,other,9013,1252,863,8465,6,0.148135256,0.461603493,16,102,98,4,65.825,69,15
17468,other,6633,2769,1008,848,36,0.219456625,0.516742658,116,108,92,9,128.615,176,15
17469,other,62849,114115,989,23741,339,0.129497686,0.459650954,128,133,67,2,124.795,163,18
17470,other,13640,905,352,20304,115,0.069888804,0.562737277,2,79,117,66,99.98469388,205,53
17471,other,2364,487,347,467,0,-0.06515916,0.585791811,35,121,79,11,56.915,41,65
17475,other,63422,75730,111,15,489,0.140120816,0.392441148,77,194,6,0,91.09,181,2
17481,normal,16327,63669,351,9426,642,0.169395727,0.549344732,19,152,47,14,101.1859296,88,33
17482,normal,8339,129833,227,17800,91,0.117500279,0.515114942,3,167,33,1,70.905,64,11
17483,other,27025,28494,1437,76354,154,0.074066657,0.542903402,6,137,62,4,65.2160804,83,33
17488,other,1457,21497,342,11159,72,0.131614926,0.514678498,5,165,35,9,63.455,146,10
17489,normal,16664,14206,1066,13895,589,0.03225153,0.416469776,140,136,64,5,135.295,113,14
17490,other,22579,1557,297,8803,14,0.04903412,0.551783387,2,185,15,3,41.455,96,27
17491,normal,6151,4767,1595,1729,332,0.168490202,0.472195457,45,80,120,25,122.16,195,15
17493,other,5928,34072,1109,1376,1196,0.101173441,0.392467683,195,94,106,0,143.895,251,17
17495,normal,6162,123,79,10382,3,0.07346325,0.541542963,19,75,11,82.175,90,33,124
17497,other,3440,208356,203,1892,633,0.165284968,0.510684542,2,198,2,6,99.205,35,24
17506,normal,1257,75,128,32401,0,0.283312756,0.639478635,15,126,73,5,78.36180905,82,14
17507,other,1195,73750,0,356,165,0.165746753,0.609253247,0,187,10,8,29.69543147,191,3
17509,other,7385,106336,623,7157,597,-0.114054803,0.601245445,12,199,1,17,95.245,106,12
17517,normal,2834,319,146,1047,0,0.040750009,0.509083861,5,62,137,35,83.6281407,172,41
17520,hateful,21743,661,1649,2852,5,0.019599539,0.470786409,74,34,162,0,100.0612245,178,17
17521,other,69110,3237,2406,44736,131,0.035154463,0.439248547,86,78,122,1,133.8,128,15
17524,other,26791,18477,758,51815,90,0.158745153,0.468229406,156,119,81,19,107.115,148,13
17528,other,19804,4636,76,32949,11,0.5,1,55,87,113,2,82.23,45,0
17538,other,5482,7246,2996,1282,263,0.124723433,0.457961232,85,121,79,23,119.075,168,25
17539,other,53563,10937,1290,12319,252,0.094467138,0.605627226,1,132,68,13,73.155,144,54
17540,other,5554,3414,1154,68208,56,0.082975156,0.487364313,28,116,84,8,110.37,156,31
17549,other,25442,66978,2138,5084,830,0.165634992,0.468576491,120,189,11,18,154.705,251,18
17554,other,3506,2247,2187,17210,5,0.166774184,0.520365203,23,171,29,7,61.52,39,8
17560,other,43158,2418,749,7134,51,0.074143243,0.534407508,7,156,44,46,83.45,158,38
17562,other,16295,6873487,167,135,15133,0.182551473,0.545098647,3,198,2,0,109.5,92,13
17566,other,24870,13686,470,4947,454,0.109446457,0.458475993,9,102,98,13,115.235,201,24
17569,other,756656,38375,951,2116,431,0.11071751,0.612885913,5,172,28,44,59.81,102,56
17570,other,41169,26621,1129,460,706,0.083760206,0.413436138,45,88,111,1,124.4221106,225,31
17571,other,5984,63971,434,18114,704,0.092282807,0.509322428,7,160,40,16,82.345,92,17
17572,other,28817,1296,649,47260,4,0.105007779,0.538415179,14,25,174,0,71.98492462,93,29
