source,target
31224,17326
31224,45182
31224,57503
31224,87983
31224,21474
94046,59988
94046,73230
94046,90564
94046,98478
94046,68420
94046,28358
94046,18487
94046,65252
94046,80575
94046,79459
94046,21571
94046,37861
94046,56595
94046,34803
94046,21346
94046,16427
29932,21150
99992,28543
57546,87443
57546,25264
44381,72127
99462,27804
99462,98867
99462,62707
99462,27246
99462,83740
99462,99476
99462,99287
70351,89207
63137,76828
22400,88769
22400,13675
22400,92881
22400,94861
74244,85001
74244,89143
74244,35581
74244,3017
74244,44997
74244,16452
21956,83521
21956,25487
21956,67498
21956,54109
21956,90486
54409,49688
54409,88195
54409,47498
54409,34813
54409,13885
54409,47337
70239,69001
70239,40899
65113,73766
65113,31558
50479,77398
85207,29886
85207,11815
47988,46224
47988,30353
28213,79960
14255,96634
49088,65216
49088,41897
49088,2733
49088,93108
49088,69437
49088,61631
71945,31717
71945,36705
71945,69966
43130,9482
43130,33532
43130,34474
43130,74472
38774,33847
32539,88806
70603,73099
70603,119
70603,653
70603,27622
70603,16354
70603,61176
70603,71209
70603,94117
70603,23681
70603,14004
70603,44179
70603,94063
70603,83135
70603,87787
70603,91225
70603,82829
70603,37615
70603,65712
70603,72944
70603,97829
70603,94094
70603,41025
70603,70976
70603,91666
70603,72987
70603,71344
70603,23815
70603,14340
70603,36996
70603,89937
70603,40725
70603,50640
70603,61384
70603,85280
70603,61094
70603,88477
70603,91397
70603,43217
70603,51352
70603,87252
70603,50546
27121,93298
27705,79122
23395,74405
23395,28358
23395,78710
23395,98156
23395,92775
23395,63025
23395,41452
23395,86969
23395,68420
23395,43788
23395,86632
23395,39621
23395,19814
23395,40846
23395,51514
23395,82249
23395,3038
23395,90169
23395,66095
23395,38917
23395,23255
23395,66988
23395,51416
23395,93663
23395,25570
23395,8487
23395,68813
23395,80446
23395,90344
23395,87498
23395,75357
23395,77428
23395,46660
23395,98654
23395,43497
23395,77599
23395,66800
23395,56684
23395,73518
23395,405
23395,89573
23395,51418
23395,85439
23395,84486
23395,26912
23395,84103
23395,77106
23395,11717
23395,38778
23395,23691
23395,100380
23395,89869
23395,34648
23395,31693
23395,78553
23395,63582
23395,16265
23395,57633
23395,84547
23395,34519
23395,25210
23395,80293
23395,59988
23395,67797
23395,572
23395,16229
23395,52533
23395,65735
23395,86840
23395,90255
23395,74857
23395,17895
23395,81116
23395,26841
23395,98740
23395,78300
23395,73131
23395,91809
23395,96956
23395,35775
23395,68169
23395,77692
23395,60531
23395,30420
96763,58882
77784,71027
2135,8780
39619,51709
39619,70821
14177,40817
14177,98740
91981,39288
65371,64857
57693,28303
50650,42527
50650,9052
8240,72033
58856,6557
58856,11880
66326,2677
66326,23990
66326,91029
25743,96625
60956,75902
60956,55245
60956,84192
60956,99415
60956,32338
60956,81648
60956,36157
60956,5838
56086,3011
56086,86112
56086,61417
19149,60419
66208,28725
66208,26025
66208,43825
66208,10881
49911,12812
30280,27259
30280,39508
29481,3027
29481,16937
29481,55245
29481,22172
29481,84823
29481,94681
29481,56802
29481,4391
666,24533
49750,6168
49750,57184
71799,37474
71799,48050
71799,30168
71799,90970
71799,43379
71799,14179
71799,83740
71799,1607
71799,80439
71799,9538
71799,22128
71799,55245
71799,2801
71799,8188
71799,41891
71799,63698
71799,66573
71799,61502
71799,48302
55854,85589
74115,98312
45135,56770
45135,14333
45135,99415
45135,82672
56655,39508
32190,44698
32190,69470
32190,11168
44074,20569
44074,32023
44074,38267
60898,38984
60898,50834
60898,9770
19241,79591
19241,47962
19241,25170
9423,44747
74608,2209
74608,18184
74608,92122
32279,65712
32279,59747
32279,52194
95693,29897
62750,56855
62750,4081
41351,51934
83509,38486
83509,46084
83509,588
36367,67615
37326,47051
42014,58937
36926,27087
29214,20050
29214,20527
17170,98760
79907,28138
21399,70593
17661,91330
17661,12571
17661,97965
17661,13156
17661,19590
33722,42997
33722,65407
33722,50318
33722,73419
66092,23681
16757,91260
16757,82043
20720,22694
50147,48836
50147,81030
50147,43488
50147,6109
50147,74077
90185,85280
99437,33108
99437,75964
99437,26958
50447,68380
5180,13154
5180,85001
5180,14489
5180,40626
5180,88114
5180,28971
5180,13680
5180,24742
5180,87252
5180,36778
5180,99579
5180,47655
6851,32586
6851,4965
6851,14655
6851,1826
6851,78094
6851,83278
6851,24706
6851,21586
6851,93258
6851,20482
6851,92092
6851,28621
6851,91330
6851,36252
6851,62492
6851,74718
6851,18774
6851,76973
6851,18548
6851,3406
6851,74057
6851,24756
6851,57451
6851,83740
6851,76125
6851,15787
6851,34682
6851,12366
6851,74532
6851,78247
6851,22382
6851,42302
6851,79684
6851,79458
6851,2131
6851,34322
6851,73745
6851,15728
6851,61502
6851,90709
6851,15578
6851,94916
6851,95078
6851,8780
6851,82158
6851,87590
6851,16921
6851,43417
6851,50983
6851,93102
6851,81756
6851,15000
50276,92281
77055,16948
77055,74646
65288,33769
65288,65624
65288,99082
60359,32620
60359,75507
60359,33674
60359,9647
60359,12109
60359,3351
84013,32920
20280,10251
20280,22404
61602,60068
61602,99362
52554,22508
24326,77834
24326,8897
24326,63743
24326,80147
24326,74195
24326,73496
24326,58825
24326,426
24326,61816
24326,73551
24326,40363
24326,79455
24326,87301
24326,59766
24326,89453
24326,95194
24326,11692
24326,95038
6943,38426
6943,44633
6943,55791
6943,11131
6943,39288
20468,37583
70830,7333
70830,22348
70830,23705
73471,16004
23735,70286
23735,82709
23735,81768
23735,44269
23735,17721
62717,2949
62717,15570
20368,32223
20368,64568
16340,17209
16340,42569
64456,28566
64456,45133
39362,61942
71038,54519
74420,78603
74420,95078
74420,96711
74420,44343
74420,51121
74420,39994
74420,57551
74420,47110
74420,41383
74420,18437
74420,34322
74420,55208
74420,6508
93775,57949
32315,99929
32315,62216
32315,83135
31948,22147
41549,1528
16241,178
21061,56257
60904,32023
28751,5848
28751,40988
28751,6190
28751,94006
28751,21303
28751,25169
28751,43699
28751,87721
28751,95078
28751,13868
28751,87590
28751,4492
28751,63228
28751,26561
28751,74057
28751,28621
79732,75293
79732,9777
79732,92055
74255,23681
8956,22638
8956,40820
65211,11768
65211,63303
65211,12374
65211,83338
65211,7855
65211,41125
94400,95383
94400,90709
46874,43825
46874,78230
46874,84958
46874,48804
46874,61242
46874,119
46874,84626
46874,22964
46874,98092
46874,35397
46874,24607
46874,65854
46874,19285
46874,31052
46874,66573
46874,85133
92162,31556
15170,60231
15170,81030
15170,76794
15170,36485
15170,99165
15170,66095
15170,85445
15170,74844
15170,74405
15170,50758
15170,96395
15170,44752
15170,39377
15170,94572
15170,83495
15170,88443
15170,84624
15170,49834
15170,4764
15170,21617
15170,22915
15170,16087
15170,10872
15170,23349
15170,39875
15170,67356
15170,40648
15170,66448
15170,8991
15170,90978
15170,23468
15170,12269
15170,64395
15170,93593
15170,55833
15170,93274
15170,6109
15170,71647
15170,42185
15170,2324
15170,82791
15170,46777
15170,68588
15170,94818
15170,47552
15170,26070
15170,74311
15170,57233
15170,82527
15170,54369
15170,37423
15170,78410
15170,83674
15170,77506
15170,22968
15170,79452
15170,88530
15170,80982
15170,56174
15170,11268
15170,97091
15170,8857
15170,56409
15170,83447
15170,27909
15170,94046
15170,55390
15170,45435
15170,52423
15170,58583
15170,69643
15170,79334
15170,16937
15170,2827
15170,54713
15170,56760
15170,64849
15170,38938
15170,6449
15170,34565
15170,58212
15170,28573
15170,63506
15170,13894
15170,96050
15170,53465
15170,44130
15170,718
15170,29833
15170,70308
15170,73412
15170,86499
15170,96198
15170,1368
15170,76411
15170,75422
15170,48558
15170,22197
15170,83521
15170,44253
15170,57527
15170,42290
15170,7744
15170,11169
15170,37880
15170,67585
15170,62312
15170,69497
15170,37861
15170,9307
15170,75874
15170,78826
15170,91337
15170,9987
15170,51713
15170,76412
15170,61409
15170,30856
15170,28358
15170,28282
15170,55212
15170,51418
15170,90505
15170,81116
15170,99724
15170,43350
15170,29844
15170,78710
15170,269
15170,528
15170,95139
15170,51963
15170,17108
15170,56408
15170,54214
15170,77428
15170,29559
15170,92892
15170,25210
15170,92019
15170,16320
15170,21346
15170,10313
15170,91410
15170,39621
15170,66570
15170,49325
15170,52533
15170,34803
15170,82249
15170,77620
15170,40846
15170,87067
15170,17794
15170,95807
15170,75345
15170,34648
15170,53200
15170,16046
15170,9420
15170,68169
15170,63069
99803,80997
99803,89821
99803,99628
99803,61735
99803,75293
99803,73766
99803,75327
99803,37687
86646,11880
85270,23314
34341,25566
44284,100021
19484,80716
19484,44345
49020,39470
44018,35912
44018,48194
44018,76828
44018,30377
44018,25264
44018,10881
44018,77692
44018,44972
44018,52497
44018,97182
44018,8782
44018,3826
44018,84683
44018,44345
44018,45018
44018,57024
44018,61954
44018,11042
44018,66544
44018,24732
44018,37685
21818,36252
21818,48574
21818,3406
21818,64585
21818,7475
21818,42785
21818,34196
31653,34494
39413,93927
33826,57778
33826,51794
77865,39198
98446,2677
98446,27528
98446,53147
98446,1826
98446,7475
98446,12794
98446,15033
98446,78603
98446,50499
98446,5718
98446,4007
60139,89096
60139,98760
48752,84065
17805,40039
8593,31693
99776,63966
99776,36982
99776,11131
99776,81283
99776,33674
99776,89738
99776,58401
99776,16954
99776,31052
99776,83135
99776,90122
99776,46204
99776,92846
99776,72944
99776,85949
52861,43331
52861,32023
23139,51507
23139,71845
23139,39994
23139,62707
23139,2209
35778,37936
35778,27622
35778,12850
35778,65110
35778,47130
35778,61696
35778,24742
35778,58286
35778,96135
35778,92902
35778,24776
35778,91644
35778,21170
35778,56904
35778,77334
35778,7277
35778,37615
35778,55564
35778,49630
35778,76858
35778,44104
35778,26932
35778,2607
35778,84568
35778,71488
35778,94094
35778,15905
35778,92281
35778,29118
35778,11880
35778,39802
35778,58208
35778,66954
35778,49688
35778,83703
35778,77620
35778,36996
35778,100190
35778,36367
35778,32971
35778,64360
35778,95118
35778,3994
35778,76077
35778,1035
35778,55245
35778,30552
35778,26772
35778,92846
35778,13605
35778,68098
35778,96436
35778,64378
35778,11903
70408,94094
70408,21351
70408,90343
96751,72743
34172,89143
34172,22089
34172,46504
34172,81629
34172,48246
13841,98621
13841,78240
13841,42494
13841,51112
13841,83659
13841,50490
92321,40800
43475,86790
43475,81155
93956,69950
93956,74311
93956,61948
93956,7364
93956,6109
34971,70847
34971,65473
34971,12055
34971,27622
34971,48050
34971,39871
34971,77599
34971,83852
34971,83769
34971,53825
34971,25487
34971,20022
34971,43983
34971,5650
34971,54519
34971,82692
34971,89223
34971,79807
34971,40885
34971,50361
56289,89279
47338,3027
5070,20502
30604,85035
30604,12507
30604,19830
30604,99211
30604,439
30604,90342
39268,32983
18172,50318
18172,94473
94484,63467
67887,33476
72846,79591
72846,97297
72846,37474
72846,28540
72846,73325
72846,90847
72846,10470
4440,4297
4440,52820
4440,59811
4440,59987
4440,48646
4440,60201
61599,94691
52386,14692
52386,90970
52386,63267
94741,67677
94741,6077
46583,38909
46583,31052
46583,22404
46583,24458
46583,78869
46583,37799
89703,12162
54240,21499
54240,9335
54240,52531
54240,69073
91010,2464
59840,29063
59840,22084
59840,47552
64926,25810
64926,88195
64926,47337
64926,21479
23023,33075
20585,99415
20585,91472
20585,98910
20585,61094
20585,974
20585,66317
20585,17326
20585,14333
20585,39399
20585,5650
20585,67719
20585,518
88205,41783
42471,9476
1880,34329
32060,838
16501,2500
16501,27087
16501,41849
16501,588
16501,94634
77320,62216
77320,8466
64974,38497
64974,29633
67981,35581
96880,66740
33882,17491
21249,7475
1718,49841
1718,14114
1718,62492
1718,65449
1718,60808
1718,10358
1718,46504
1718,77515
1718,38554
1718,51352
1718,12571
1718,51121
1718,25936
1718,142
1718,40363
4747,80693
4747,77834
4747,68979
4747,42997
53520,2677
53520,27528
53520,14786
54462,20559
89995,12865
47550,17110
47550,80772
19498,67579
19498,84568
81850,79244
79134,5458
14798,59477
70823,21347
59928,76753
18810,84137
94376,25169
63493,22404
63493,55014
33401,35941
33401,57834
84629,30377
30605,79650
45479,42185
45479,69950
45479,99165
45479,50758
45479,52250
45479,7744
63062,47363
17277,87085
17277,26912
17277,56760
51993,13263
51993,64842
51993,6508
51993,55507
51993,88571
51993,28290
51993,99211
76603,85280
88586,30377
88586,32971
88586,69581
88586,69077
95176,66954
95176,61094
32260,65003
32260,81540
32260,67579
89786,63035
89786,40024
89786,95125
89786,27804
94848,50313
94848,98076
98987,59329
98987,86840
98987,32239
41145,3090
396,100338
396,37583
396,57274
37691,3689
2446,57221
54629,3094
54629,8782
54629,66707
54629,7639
54629,25791
54629,30552
54629,99211
32676,21089
32676,13868
32676,33519
32676,26159
32676,1751
32676,60081
32676,24494
32676,19830
32676,18437
32676,73419
40636,4322
40636,24458
40636,56855
40636,73290
94104,1035
94104,89821
87967,13263
87967,18774
87967,70884
20309,26168
20309,64205
71978,63748
37364,45754
48014,73099
48014,39202
48014,23815
48014,29118
48014,90970
48014,53291
48014,2607
48014,27644
48014,89377
48014,31083
48014,15787
48014,9770
48014,29904
48014,49630
48014,52573
48014,97309
48014,50761
48014,28125
48014,44179
48014,6934
48014,39762
48014,44633
48014,57043
48014,16921
57394,47085
14738,18830
14738,69581
14738,82261
14738,12561
14738,57221
14738,71027
14738,91475
14738,92881
14738,35596
14738,50151
14738,42767
14738,49806
14738,37265
68352,36996
68352,39250
68352,56548
68352,83383
68352,33340
68352,18834
68352,1368
68352,43983
68352,11131
68352,75461
68352,26025
68352,44400
68352,30432
68352,52717
68352,56073
68352,36349
68352,95691
68352,89377
68352,61942
68352,99587
68352,58280
68352,100338
68352,17976
68352,61735
68352,68808
68352,63993
68352,31052
68352,27059
68352,18459
68352,98298
68352,82692
68352,17209
68352,2464
68352,69077
68352,43516
68352,33681
68352,39202
40679,43122
85886,37826
85886,25791
85886,30287
85886,25322
41700,43788
41700,5983
41700,55818
41700,30856
41700,17895
41700,4839
41700,91809
41700,73920
41700,87498
41700,37254
41700,38778
41700,55869
41700,37861
41700,54851
41700,85832
41700,22915
41700,48574
41700,83674
41700,39358
6352,79902
96581,48784
10773,62281
10773,45654
10773,13156
10773,22348
10773,96738
10773,71912
10773,33519
10773,67845
10773,43217
10773,87602
10773,36979
10773,12794
10773,71689
10773,15716
10773,13966
10773,15841
10773,6190
10773,91258
10773,64663
10773,66638
10773,55692
10773,73419
72308,79244
13360,77599
13360,9482
13360,76858
13360,16427
13360,72944
13360,95138
13360,61015
13360,78300
69693,45232
69693,14489
93443,23383
38012,72033
38012,61384
62097,7346
62097,59617
4632,33532
78237,43180
78237,98947
78237,82955
35096,15450
80893,14004
80893,52541
80893,58208
46701,83056
15118,67381
15118,84450
47071,85133
99070,11695
92994,50983
92994,54337
92994,12625
92994,21858
39604,30425
394,87352
394,43220
394,75354
394,398
79580,11442
29939,83107
100360,40524
8857,27247
8857,74405
8857,5597
8857,95105
8857,41452
8857,47991
8857,77442
8857,22172
8857,80293
8857,19814
8857,55513
8857,93266
8857,28197
8857,85832
8857,88530
8857,89450
8857,51963
8857,25570
8857,21437
8857,77880
8857,39443
8857,51447
8857,80446
8857,32426
8857,572
8857,33955
8857,54369
8857,7039
8857,38778
8857,66448
8857,44760
8857,40846
8857,79459
8857,77599
8857,83674
26871,58560
89593,27909
89593,20789
81574,80071
8568,16967
8568,52979
8568,42699
8568,60361
8568,51220
8568,58400
8568,12794
8568,95194
8568,29200
8568,43588
8568,28621
75556,55343
75556,22723
75556,4548
75556,3185
58268,11791
58268,55265
13683,91475
13683,13732
13683,97055
13683,38635
13683,58208
87025,87387
87025,69392
87025,74419
87025,35468
87025,56684
87025,32517
87025,974
87025,85103
87025,62808
87025,81898
87025,18459
87025,11049
87025,62359
87025,18722
87025,13446
87025,65216
87025,67615
87025,56073
87025,78387
87025,25096
87025,98912
87025,68650
87025,12988
61548,94117
61548,25359
61548,10881
61548,87832
61548,89598
61548,78014
61548,51953
61548,79650
44395,15874
25342,3389
41554,36323
93803,81777
93803,70875
44220,88929
44220,50938
55926,91271
11709,38909
11709,60960
22312,65496
22312,76490
22312,69720
22312,90127
22312,85633
22312,58208
22312,65216
22312,16966
22312,41970
22312,26867
22312,88181
22312,99
22312,92881
22312,41019
22312,73644
22312,69081
22312,75282
22312,56677
22312,72905
41245,17704
71083,17260
71083,22293
71083,1554
71083,40364
71083,18675
74284,47593
74284,34191
74284,98947
74284,40594
74284,46456
74284,56684
74284,66334
74284,8023
74284,3130
74284,572
74284,22968
74284,80610
74284,10587
74284,96613
74284,95466
74284,34565
74284,69210
74284,49351
74284,81151
74284,60481
92484,42997
92484,14205
64374,63385
95243,38909
95243,30425
95243,17758
95243,73699
95243,44450
56937,15450
14666,34691
35681,71376
35681,36982
35681,17209
35681,72987
35681,70847
35681,32338
35681,76973
35681,36367
35681,60348
35681,16948
35681,12162
35681,33075
35681,30731
35681,8188
35681,46653
35681,7235
35681,547
35681,11442
35681,94691
35681,76858
35681,100085
35681,26159
35681,83848
35681,28944
81542,22724
46398,3014
46398,20043
46398,76490
46398,53370
71903,80299
29018,49497
98519,98619
98519,13951
98519,92350
98519,93516
98519,1281
98519,93594
98519,68343
98519,49334
98519,81926
98519,58763
98519,28515
98519,80741
100343,49497
100343,71488
100343,90410
100343,58898
100343,19040
100343,54519
100343,18911
100343,26851
100343,29058
100343,65151
100343,72425
100343,47275
100343,83106
59246,92850
61453,20482
61453,76973
19776,81993
19776,54741
19776,28766
19776,75390
18096,74047
35099,13028
1406,28520
1406,29733
1406,57396
1406,10411
1406,99846
1406,51515
1406,37196
1406,13419
1406,97737
1406,85857
17787,64313
99541,38638
99095,35795
99095,98914
99095,62132
76938,88292
76938,74624
76938,76072
76938,24493
76938,70976
76938,78477
76938,33948
83986,22404
83986,25359
83986,58048
1343,9535
1343,83201
22482,9866
22482,49497
95309,23349
95309,73131
95309,9838
95309,59785
95309,74311
95309,28573
95309,95139
95309,88443
95309,56408
95309,49834
95309,41783
95309,16320
95309,99315
95309,67048
95309,86499
95309,74405
95309,10313
95309,11268
95309,9987
95309,65867
95309,77524
95309,34633
95309,7364
95309,65860
55544,73603
55544,53872
55544,58703
55544,47111
55544,94143
55544,25180
96809,16656
81407,39791
81407,56409
54810,38267
91315,74867
91315,22611
16526,46084
16526,38486
95419,83589
95419,11692
95419,73496
40227,67152
40227,9730
40227,97091
40227,77739
89136,32337
89136,94634
24838,12242
44051,3580
44051,93420
89805,43843
89805,86969
89805,96071
99946,88993
79180,90343
35728,10800
35728,76278
35728,46875
35728,64329
35728,95210
22596,44752
22596,79452
9267,53370
84183,27247
84183,28196
84183,18459
84183,93258
84183,29897
25940,9777
57458,10900
57458,57834
86068,74982
82820,98076
16707,4150
16707,85
55699,61985
55699,71027
55699,97055
79486,56802
79486,88993
43581,79324
67990,15360
81079,41583
81079,38670
81079,95411
81079,95278
81079,32716
81079,90974
81079,85949
81079,39875
81079,83521
81079,15610
81079,71579
91006,55700
91006,91225
91006,57220
72257,87292
66974,49111
40828,47674
70514,7333
70514,8538
49792,13085
49792,5741
49792,38554
46463,34521
46463,98832
46463,20527
46463,20050
96904,31083
25053,588
25053,2500
25053,27087
25053,46084
25053,51856
37132,22348
37132,29051
71568,28944
71568,91450
71568,92281
7688,52079
22469,85775
52823,61716
52823,63835
52823,41025
52823,74870
52823,53599
68027,33972
68027,25775
68027,6180
24860,25404
24860,57744
94236,85949
94236,38778
94236,40899
94236,54337
94236,55265
58819,29638
58819,26839
94392,14404
94392,52979
94392,18259
94392,37131
85638,44816
52561,89157
2605,99
2605,18337
2605,89311
2605,96395
35455,55014
95846,65297
95846,51447
58835,31336
58835,46504
58835,94006
58835,42785
58835,99476
58835,16487
58835,99456
58835,82593
58835,36252
58835,18774
58835,83589
58835,29633
58835,45580
58835,95105
58835,66345
58835,67698
58835,28944
58835,24706
58835,7438
58835,61944
58835,15000
58835,33122
9032,23681
9032,59766
9032,86129
9032,75926
9032,3130
9032,8716
9032,45654
9032,53241
9032,61993
9032,44113
9032,3862
92437,96824
1534,31708
54294,50714
5964,8473
5964,23990
5846,5848
5846,8782
5846,81723
5846,58932
5846,94038
5846,24756
5846,79684
5846,51962
5846,14205
5846,96714
21343,68813
21343,68087
21343,20404
21343,87498
21343,51447
24905,76406
52194,59641
97655,6575
97655,96230
33837,69613
33837,75439
33837,73496
33837,76125
79823,36924
79823,56855
79823,35136
79823,91555
79823,23292
79823,79944
81258,25484
81258,76753
99009,2500
99009,38486
99009,27087
99009,588
78049,91472
86334,95383
86334,27791
86334,99211
86334,63117
86334,10721
12145,38486
72044,28196
72044,1520
72044,39871
72044,6771
72044,96933
72044,4007
72044,15245
75515,28141
47259,74195
84753,269
11411,76713
11411,85676
58923,70593
62211,42385
34197,28766
34197,84824
3480,56855
3480,17758
46294,65496
40613,38008
85441,91065
85441,93108
39680,7639
39680,64214
39680,1607
39680,77834
39680,41086
10806,27338
30512,63748
30512,41025
12569,87202
32968,54295
59620,41884
4046,54120
4046,7855
85770,28196
85770,56627
85770,3716
85770,75397
85770,90467
85770,8715
85770,21609
85770,57412
85770,97639
85770,63228
85770,84623
85770,2464
85770,63349
85770,12269
85770,42652
85770,17495
85770,17338
85770,20607
37169,17402
76361,54269
76361,3017
76361,63491
76361,78477
76361,34096
76361,44633
76361,76110
76361,54969
76361,66277
76361,96656
76361,87996
76361,71420
76361,35304
76361,54741
76361,52565
76361,39202
76361,34182
76361,38774
92560,51953
55671,63737
53642,28520
53642,69278
53642,15970
58981,21155
58981,4883
24986,55791
84586,79592
38028,4297
30825,30425
30825,20050
91893,61708
91893,89983
91893,25487
91893,80318
63864,8666
63864,64172
63864,78655
17702,56619
40454,55212
40454,95807
40454,41069
40454,38670
40454,23691
40454,51569
40454,74311
40454,46868
40454,85925
40454,9106
100217,85300
100217,18712
100217,12625
100217,59747
100217,3014
100217,48482
100217,94117
2742,57512
2742,74101
2742,6460
78038,56042
16268,13921
16268,56677
16268,44130
16268,61948
16268,75315
16268,44752
16268,48293
16268,62312
16268,74844
40947,22069
8184,55564
8184,25891
8184,38909
8184,84626
8184,58280
26365,34780
83624,5835
83624,90169
83624,85841
83624,20300
83624,5597
83624,88181
68957,89096
64922,89854
59210,20144
59210,63467
59210,9476
9688,40800
3600,80244
3600,18548
3600,80147
3600,18171
3600,18879
3600,12865
3600,28290
3600,12373
3600,38497
6299,87252
6299,62190
6299,55208
10181,5848
10181,1826
10181,8151
10181,6190
10181,4391
10181,42590
10181,79960
10181,37685
10181,40516
10181,74367
10181,25264
10181,11442
10181,92812
10181,17721
10181,44179
10181,46653
10181,76727
25043,88278
95610,9460
95610,48279
95610,28141
92478,92125
92478,57184
94227,52621
54839,64507
24306,71027
22186,75599
60363,86054
25776,61777
25309,77834
25309,23538
25309,44589
25309,63195
25309,61176
25309,14340
25309,1943
25309,84053
3684,94101
3684,30155
3684,60175
3684,55923
72422,51121
47663,74069
32328,14179
26926,55196
43574,56548
43574,17758
43574,52040
43574,69571
43574,74646
43574,5650
76519,48542
29657,80299
29657,48419
8156,7797
4624,46307
4624,3348
79080,51709
79080,16087
73678,22172
52999,30725
52999,63349
52999,80244
52999,84878
52999,59825
52999,21303
51851,17853
51851,69278
51851,24793
68157,93355
68157,97137
68157,56682
88745,32864
88745,85925
66599,29020
50504,64378
50504,88443
63015,40879
63015,100385
72939,22964
4435,5848
4435,1751
4435,23890
4435,13868
4435,91480
4435,42590
4435,62281
4435,52324
4435,94217
4435,71778
4435,14655
4435,10991
4435,4492
4435,20644
4435,51121
4435,13840
4435,63309
4435,47062
4435,87721
4435,54741
4435,22853
4435,75954
4435,13233
4435,27246
4435,13966
41353,11442
29098,97214
5533,32586
5533,68503
5533,43221
5533,30256
7618,35290
70845,55700
70845,84626
37790,86292
37790,77234
37790,21351
37790,90343
60124,83565
60124,49129
18421,70593
42487,46204
42487,19285
77540,75926
77540,14205
57684,21351
57684,49497
57684,53261
90760,42322
52253,45018
99868,20977
99868,74982
99868,84826
99868,10173
99868,21856
99868,50913
99868,24701
3083,7333
3083,25484
3083,19087
3083,22672
3083,72326
52745,65003
52745,35397
52745,62252
52745,10881
43494,98363
43494,72944
43494,26772
68164,43825
97176,87844
97176,39505
77038,77247
13560,91666
99036,76110
10782,96847
60445,76089
70291,46890
53774,33906
53774,6749
73863,28112
73863,85035
73863,65410
73863,83136
73863,3406
73863,40988
73863,29559
73863,51506
73863,92723
49231,65449
42486,86795
14671,10835
14671,89869
14671,77996
66675,23449
12456,20017
12456,47062
12456,52324
55423,85035
55423,58932
55423,12571
35998,33244
35998,44429
35998,9420
35998,31693
26472,91865
26472,28698
58031,39105
71113,23847
71113,64188
9679,81155
9679,57551
68229,48836
68229,71836
68229,73207
97708,31556
97708,95347
97708,70455
97708,89937
8701,49630
8701,49028
8701,70847
8701,68548
84501,45170
84501,41025
77168,71376
77168,58981
3260,66054
23699,8650
43670,19066
43670,77834
43670,5964
43670,42609
43670,83338
43670,28172
43670,8981
99703,26025
99703,34096
83911,26706
83911,53289
83911,78295
83911,72905
6458,26706
6458,45754
6458,94117
31380,3573
41629,61472
60651,92850
60651,96436
40515,89134
99386,10411
99386,61914
99386,51174
99386,13680
99386,62006
99386,15955
99386,54295
99386,65806
99386,97337
99386,31326
99386,91551
99386,13605
99386,69966
99386,20851
99386,80349
99386,98083
99386,67381
99386,7235
99386,24793
99386,52435
99386,61547
99386,65086
99386,74924
99386,5741
99386,15252
99386,1723
99386,18110
99386,28738
99386,79283
99386,51913
45851,58882
33338,52110
33338,28878
33338,17491
33338,86054
83373,8400
83373,27979
83373,33058
26636,99938
3808,42985
73522,12374
73522,78722
73522,37474
73522,66054
41339,58215
41339,60361
41339,95383
41339,6649
41339,65108
41339,23543
41339,75675
41339,30155
7343,2607
7343,25096
11597,77247
21540,8715
17005,81393
15513,15879
15513,56627
15513,74031
15513,35290
15513,44648
15513,27804
15513,22143
15513,35013
15513,15229
15513,39399
34315,88278
36351,87085
36351,32129
36351,16487
36351,85398
36351,7180
36351,33629
36351,20836
36351,55833
36351,10991
36351,30256
36351,74517
36351,2967
36351,8650
36351,92270
36351,98191
36351,882
36351,42652
36351,8295
36351,85035
36351,24359
36351,95554
36351,73579
36351,86012
36351,86649
36351,59157
11889,89043
11889,38239
3014,65260
21881,5783
76602,57826
76602,61305
76602,40583
10654,23370
10654,84547
10654,88443
10654,61745
10654,49239
10654,21617
10654,83495
10654,40648
10654,26070
10654,32335
10654,88046
10654,28573
10654,93274
10654,36081
10654,53465
10654,57233
10654,28282
10654,63492
10654,528
10654,95139
10654,99724
10654,53215
10654,77506
10654,96198
10654,99580
10654,92019
10654,55390
10654,12242
10654,2827
10654,38938
10654,85773
10654,13894
51157,73766
51157,7333
82969,88046
82969,7744
1998,27247
1998,18722
1998,65105
1998,78710
1998,12269
1998,89969
1998,36820
1998,11124
1998,63582
1998,22915
1998,42185
1998,63506
1998,66988
1998,74077
1998,66802
1998,74402
1998,7039
1998,95846
1998,67845
3195,72820
91058,20213
20896,21474
22024,52712
22024,30155
22024,58932
22024,15578
22024,26617
22024,95383
22024,74057
22024,36004
22024,84730
22024,10721
95875,11512
26388,45232
91172,62808
32140,61713
32140,63246
32140,93282
32140,90391
16782,37017
16782,23015
90859,40409
90859,30856
90859,43843
90859,83912
90859,89573
90859,32998
90859,68420
90859,17108
90859,12069
90859,98654
90859,51514
90859,5597
90859,64898
90859,85439
90859,43497
90859,18852
90859,39377
90859,70023
90859,17520
90859,74857
90859,40966
90859,2516
90859,73131
90859,41452
90859,49325
90859,40885
90859,29891
90859,10587
90859,90564
90859,77599
90859,83674
40337,49001
45242,81030
40032,69676
40032,66130
40032,78387
40032,76077
40032,6097
40032,4150
13090,46890
34192,44698
14493,54916
14493,97488
8530,85840
8530,56688
32234,75299
39919,81798
39919,89223
39919,65637
1286,14277
1286,2733
1286,41025
1286,91475
30343,21577
30343,74217
48908,72075
4090,89188
